"Code","Year","Political.Regime","Human.Rights.Score..Schnakenberg...Fariss..2014..Fariss..2019.","Entity"
"ZAF",2007,2,-0.79733336,"South Africa"
"ZAF",2008,3,-0.755957702,"South Africa"
"ZAF",2009,3,-0.732461851,"South Africa"
"ZAF",2010,3,-0.717413518,"South Africa"
"ZAF",2011,3,-0.726485312,"South Africa"
"ZAF",2012,3,-0.81886387,"South Africa"
"ZAF",2013,2,-0.787389524,"South Africa"
"ZAF",2014,2,-0.781815733,"South Africa"
"ZAF",2015,2,-0.90036766,"South Africa"
"ZAF",2016,2,-1.001175382,"South Africa"
"ZAF",2017,2,-1.061342789,"South Africa"
"ZAF",2018,2,NA,"South Africa"
