"Code","Year","Population.with.access.to.improved.sanitation","Population.without.access.to.improved.sanitation","Access.to.electricity....of.population.","Entity"
"CMR",2014,10141396,12098508,56.8,"Cameroon"
"CMR",2015,10458211,12376311,58.8651008605957,"Cameroon"
"CMR",2016,NA,NA,60.0747680664063,"Cameroon"
"COD",1995,8443936,33151808,3.34612107276917,"Democratic Republic of Congo"
"COD",1996,8896273,33874271,4.04676628112793,"Democratic Republic of Congo"
"COD",1997,9335821,34494325,4.73211622238159,"Democratic Republic of Congo"
"COD",1998,9775235,35065294,5.39911127090454,"Democratic Republic of Congo"
"COD",1999,10189504,35709163,6.0446925163269,"Democratic Republic of Congo"
"COD",2000,10686340,36390047,6.7,"Democratic Republic of Congo"
"COD",2001,11179092,37215246,7.27154016494751,"Democratic Republic of Congo"
"COD",2002,11711403,38124353,7.86341238021851,"Democratic Republic of Congo"
"COD",2003,12333608,39056425,8.44900131225586,"Democratic Republic of Congo"
"COD",2004,12940349,40093868,9.03436851501465,"Democratic Republic of Congo"
"COD",2005,13578366,41173110,6,"Democratic Republic of Congo"
"COD",2006,14248839,42294172,10.2286949157715,"Democratic Republic of Congo"
"COD",2007,14954896,43462666,15.2,"Democratic Republic of Congo"
"COD",2008,15697138,44676470,11.4933834075928,"Democratic Republic of Congo"
"COD",2009,16476091,45933344,12.1580152511597,"Democratic Republic of Congo"
"COD",2010,17292234,47231029,12.8406705856323,"Democratic Republic of Congo"
"COD",2011,18146098,48567499,13.5383453369141,"Democratic Republic of Congo"
"COD",2012,19038116,49940566,15.4,"Democratic Republic of Congo"
"COD",2013,19897173,51418860,14.9667387008667,"Democratic Republic of Congo"
"COD",2014,20863569,52859291,13.5,"Democratic Republic of Congo"
"COD",2015,21868430,54328189,16.4191646575928,"Democratic Republic of Congo"
"COD",2016,NA,NA,17.1473789215088,"Democratic Republic of Congo"
"COG",1995,NA,NA,8.66249561309814,"Congo"
"COG",1996,NA,NA,10.9870653152466,"Congo"
"COG",1997,370309,2592161,13.2963399887085,"Congo"
"COG",1998,384105,2664348,15.5872592926025,"Congo"
"COG",1999,395179,2741165,17.8567657470703,"Congo"
"COG",2000,409667,2816060,20.1033191680908,"Congo"
"COG",2001,424423,2891383,22.3314628601074,"Congo"
"COG",2002,439526,2967654,24.5472602844238,"Congo"
"COG",2003,458830,3043689,26.7567729949951,"Congo"
"COG",2004,475918,3129521,28.966064453125,"Congo"
"COG",2005,498245,3219998,33.8,"Congo"
"COG",2006,522562,3319803,33.4082412719727,"Congo"
"COG",2007,544746,3431500,35.653247833252,"Congo"
"COG",2008,572045,3543390,37.9207763671875,"Congo"
"COG",2009,599773,3653939,37.1,"Congo"
"COG",2010,627297,3759396,42.5159149169922,"Congo"
