Code;Year;deaths_allagesex;ratedeaths_allagesex;popimprovedsan;popnoimprovedsan;electricity_acc;privhealthexp_gdp;pubhealthexp_gdp;tothealthexp_gdp;pcexp_health_2011ppa;political_regime;humanrs;avgtotyears_school_adults;terrorism_pcent;terrorism_fatalities;Improved.water.source....of.population.with.access.;popimprovedwatersource;popwithoutimprovedwatersource;Entity
GMB;2017;3.000000016;0.140679324;NA;NA;NA;NA;NA;NA;NA;1;0.641877161;3.5;NA;NA;NA;NA;NA;Gambia
GMB;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Gambia
IRN;1995;235.8811108;0.384940998;44704825;15870819;96.80992889;2.068812227;1.676071693;3.74488392;293.6071025;1;-1.76878758;5.3;0;0;93;56335349;4240295;Iran
IRN;1996;211.8822609;0.33981165;46064151;15518938;97.03143311;1.914080257;1.725678443;3.6397587;303.7677058;1;-1.682358962;5.5;0.001138599;3;93.3;57457022;4126067;Iran
IRN;1997;154.9298272;0.243868329;47597313;15113244;97.23764801;2.059360824;1.942216566;4.00157739;346.6266226;1;-1.740071362;5.6;NA;NA;93.5;58634371;4076186;Iran
IRN;1998;129.1986017;0.1991947;49139584;14761046;97.42551422;2.266367802;2.137651028;4.40401883;390.1725811;1;-1.725431251;5.8;0.002239799;6;93.7;59874890;4025740;Iran
IRN;1999;112.0058276;0.169008809;50683812;14378848;97.59195709;2.52634029;1.86003165;4.38637194;403.6107341;1;-1.796995408;6;0.001470689;4;93.9;61093838;3968822;Iran
IRN;2000;141.8959228;0.210220687;52178033;13953821;97.9;2.61141516;1.8631225;4.47453766;427.2266144;1;-1.710021882;6.2;0.00180662;5;94.1;62230075;3901779;Iran
IRN;2001;125.054824;0.182661449;53610035;13486379;97.86053467;2.828654854;2.194736416;5.02339127;494.4532305;1;-1.616776562;6.4;0;0;94.3;63271918;3824496;Iran
IRN;2002;121.8241199;0.175904715;54930531;13052799;97.97327423;3.200008114;2.189274716;5.38928283;568.4090901;1;-1.609666702;6.5;NA;NA;94.5;64244247;3739083;Iran
IRN;2003;177.308924;0.252171946;56288799;12523914;98.07955933;3.067582602;2.348239338;5.41582194;633.6888465;1;-1.510297791;6.7;0;0;94.7;65165639;3647074;Iran
IRN;2004;85.39168036;0.119681464;57642959;11974141;98.19033813;3.64834938;2.23931692;5.8876663;742.3829202;1;-1.606485745;6.9;NA;NA;94.9;66066628;3550472;Iran
IRN;2005;29.66968111;0.041134829;59013478;11408333;98.30693817;3.730101282;2.333458198;6.06355948;835.7924546;1;-1.719362492;7;0.004156352;13;95.1;66971142;3450669;Iran
IRN;2006;379.0000427;0.51940423;60401242;10826638;98.4;3.377144834;2.568090196;5.94523503;829.9006821;1;-1.826564451;9.1;0.014960886;48;95.2;67808942;3418938;Iran
IRN;2007;96.00000006;0.130022829;61730655;10300448;98.57985687;3.420155523;2.423964847;5.84412037;889.9786276;1;-1.863074615;8.9;0.007305249;24;95.4;68717672;3313431;Iran
IRN;2008;146.4543939;0.195753075;63157085;9688457;98.7438736;3.845324649;2.437820381;6.28314503;984.0471331;1;-1.885567215;8.6;0.007722541;26;95.5;69567493;3278049;Iran
IRN;2009;311.0173818;0.410440988;64550307;9137258;98.9274292;4.752400179;2.879141091;7.63154127;1205.015538;1;-1.873454307;8.8;0.028076963;97;95.6;70445312;3242253;Iran
IRN;2010;239.7936761;0.31307061;66066815;8500696;99.12870789;5.334567609;2.684682081;8.01924969;1335.150922;1;-1.819049037;9;0.032512514;115;95.8;71435676;3131835;Iran
IRN;2011;223.9999983;0.289496693;67413983;8077599;99.3441925;4.645389227;2.479033263;7.12442249;1242.802415;1;-1.641229964;9.2;0.005006861;18;95.9;72396427;3095155;Iran
IRN;2012;30.50691972;0.039006505;68502402;7951172;99.56376648;4.296234239;2.687600161;6.9838344;1143.93808;1;-1.480296191;9.5;0.003296837;12;96;73395431;3058143;Iran
IRN;2013;65.99999609;0.083442201;69614410;7820974;99.76177979;3.758719076;2.734040154;6.49275923;1045.009485;1;-1.300628333;9.8;0.010557135;39;96.1;74415404;3019980;Iran
IRN;2014;28.99999827;0.036265529;70491572;7919520;100;4.054120155;2.840802145;6.8949223;1081.671505;1;-1.217485638;9.8;0.003475222;13;96.2;75431471;2979621;Iran
IRN;2015;77.00000086;0.095376737;71424438;7936049;99.97505188;NA;NA;NA;NA;1;-1.27363114;9.8;0.010034562;38;96.2;76344788;3015699;Iran
IRN;2016;121.9999996;0.149753206;NA;NA;100;NA;NA;NA;NA;1;-1.352054707;9.8;0.003175546;12;NA;NA;NA;Iran
IRN;2017;93.99999948;0.114388474;NA;NA;NA;NA;NA;NA;NA;1;-1.377935842;9.8;0.010262988;39;NA;NA;NA;Iran
IRN;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Iran
IRQ;1995;688.2087235;3.106249328;14448997;5759390;95.07492828;NA;NA;NA;NA;1;-2.597435952;4.2;0.110354474;156;78.2;15802959;4405428;Iraq
IRQ;1996;485.5413839;2.119133215;15050735;5795158;95.36929321;NA;NA;NA;NA;1;-2.652197107;4.3;0.007583106;11;78.6;16384872;4461021;Iraq
IRQ;1997;450.3748926;1.896730134;15701782;5807509;95.64836884;NA;NA;NA;NA;1;-2.635668708;4.5;0.070753909;106;78.9;16970831;4538460;Iraq
IRQ;1998;306.9662116;1.247470795;16354214;5836036;95.90908813;NA;NA;NA;NA;1;-2.622283106;4.7;0.012911082;19;79.4;17619059;4571192;Iraq
IRQ;1999;293.2152276;1.149421844;17044226;5833930;96.14839172;NA;NA;NA;NA;1;-2.620766803;4.9;0.021772092;32;79.9;18279647;4598509;Iraq
IRQ;2000;335.2038174;1.269320177;17744756;5820657;96.36474609;NA;NA;NA;NA;0;-2.561878592;5;0.006658824;10;80.4;18946592;4618821;Iraq
IRQ;2001;306.2667835;1.120187873;18479757;5771892;96.56269073;NA;NA;NA;NA;0;-2.492652394;5.2;0.006157968;9;80.8;19595332;4656317;Iraq
IRQ;2002;297.9661984;1.054872737;19178321;5760978;96.74828339;NA;NA;NA;NA;0;-2.506275064;5.4;0.006674167;10;81.3;20275650;4663649;Iraq
IRQ;2003;762.5333931;2.623550298;19912665;5714961;96.92759705;2.384305165;1.979337095;4.36364226;66.65045976;0;-2.54562058;5.5;0.262761759;391;81.8;20963398;4664228;Iraq
IRQ;2004;2366.214866;7.875682151;20658538;5658071;97.10668945;1.561599158;4.050409222;5.61200838;136.0676714;0;-2.545397357;5.7;1.465937097;2171;82.3;21658569;4658040;Iraq
IRQ;2005;3465.292907;11.36865394;21417682;5590744;97.29161835;1.349522003;2.783872277;4.13339428;109.3002554;1;-2.577406724;5.8;2.287534104;3384;82.8;22362977;4645449;Iraq
IRQ;2006;23266.94223;76.6744209;22186028;5511884;97.62211156;1.085483041;1.913571569;2.99905461;107.1832823;1;-2.56832515;5.9;2.854605381;4616;83.2;23044663;4653249;Iraq
IRQ;2007;25603.13012;82.60150623;22967860;5422573;98.1;1.12653814;2.56524357;3.69178171;122.3571423;2;-2.50853171;6.1;4.164826792;6667;83.7;23762792;4627641;Iraq
IRQ;2008;8793.001071;27.33401935;23784028;5327389;97.94059753;0.988390368;2.939574832;3.9279652;144.6268949;2;-2.293718081;6.2;2.037375214;2864;84.2;24511813;4599604;Iraq
IRQ;2009;5701.98662;17.16190459;24663088;5231564;98.21245575;1.196635385;3.453081475;4.64971686;460.1934313;2;-1.953819683;6.3;1.914460059;2585;84.7;25320770;4573882;Iraq
IRQ;2010;6238.001533;18.15498806;25625330;5137371;98.48660278;0.997217758;2.823249192;3.82046695;391.4841788;1;-1.848586901;6.4;1.549769475;2074;85.1;26179059;4583642;Iraq
IRQ;2011;6032.006982;16.82859196;26650725;5076328;98;0.827179899;2.491033171;3.31821307;371.6015155;1;-1.805079614;6.6;1.434004619;1870;85.6;27158357;4568696;Iraq
IRQ;2012;7307.993299;19.47344413;27794532;4982039;99.3;1.984078159;3.280040611;5.26411877;650.8411568;1;-1.979585103;6.6;2.072284402;2686;86.1;28220628;4555943;Iraq
IRQ;2013;16889.95102;43.35808307;29003972;4879173;99.37960052;2.200724189;3.719199111;5.9199233;774.3969194;1;-2.257142578;6.6;5.059575393;7041;86.5;29308920;4574225;Iraq
IRQ;2014;33297.02646;83.04577296;29965204;5040876;99.65541077;2.20072419;3.33814899;5.53887318;667.0073529;1;-2.396167843;6.6;9.090525035;13965;86.6;30315265;4690815;Iraq
IRQ;2015;26413.05561;64.25794311;30914996;5200653;99.86218262;NA;NA;NA;NA;1;-2.483297524;6.6;6.206190039;8885;86.6;31276152;4839497;Iraq
IRQ;2016;28579.9092;67.76944114;NA;NA;100;NA;NA;NA;NA;1;-2.485334707;6.7;8.416036796;12207;NA;NA;NA;Iraq
IRQ;2017;33240.11405;76.75913333;NA;NA;NA;NA;NA;NA;NA;1;-2.388372091;6.8;4.255552385;6476;NA;NA;NA;Iraq
IRQ;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Iraq
ISR;1995;95.00000073;1.674683336;5545000;0;100;2.201416525;4.950145432;7.34555433;1440.232661;3;-1.173602582;11.6;0.051380959;18;100;5545000;0;Israel
ISR;1996;204.9999952;3.524906955;5692000;0;100;2.099007729;5.108144225;7.40078592;1524.607936;3;-1.276627622;11.7;0.206148677;73;100;5692000;0;Israel
ISR;1997;55.99999905;0.939727579;5836000;0;100;2.248887579;5.144840787;7.56044971;1604.913596;3;-1.303308348;11.8;0.086165346;31;100;5836000;0;Israel
ISR;1998;44.00001115;0.721049057;5971000;0;100;2.489894856;4.762189233;7.41985562;1621.669653;3;-1.363302623;11.8;0.051458109;19;100;5971000;0;Israel
ISR;1999;11.00000056;0.176141959;6125000;0;100;2.368243256;4.601782112;7.16221722;1605.592966;3;-1.440524132;11.9;0.016141487;6;100;6125000;0;Israel
ISR;2000;119.0000008;1.862856789;6289000;0;100;2.509511594;4.460361462;7.12928401;1761.711912;3;-1.563167166;12;0.029101747;11;100;6289000;0;Israel
ISR;2001;487.000171;7.456850098;6439000;0;100;2.744892785;4.719172153;7.61027457;1880.815516;3;-1.762049392;12.1;0.371693573;141;100;6439000;0;Israel
ISR;2002;1212.00022;18.16127034;6570000;0;100;2.593438275;4.737818754;7.49158352;1870.273692;3;-1.866048556;12.1;0.859310526;337;100;6570000;0;Israel
ISR;2003;625.0001315;9.167510468;6689700;0;100;2.704115941;4.587586374;7.43618123;1750.576161;3;-1.800873446;12.2;0.403402026;156;100;6689700;0;Israel
ISR;2004;573.0000877;8.230360335;6809000;0;100;2.712129328;4.473436246;7.34611873;1834.010497;3;-1.770736084;12.2;0.153426627;59;100;6809000;0;Israel
ISR;2005;254.9999957;3.589106568;6930100;0;100;2.87981012;4.408425818;7.43511313;1829.320326;3;-1.705735321;12.3;0.115113345;45;100;6930100;0;Israel
ISR;2006;666.000016;9.190266892;7053700;0;100;2.677062464;4.702560226;7.37962269;1872.929651;3;-1.66938224;12.1;0.14402641;57;100;7053700;0;Israel
ISR;2007;320.0000102;4.330099999;7180100;0;100;2.80800042;4.56088595;7.36888637;2004.384643;3;-1.626313082;12.5;0.04245144;17;100;7180100;0;Israel
ISR;2008;751.0000279;9.964570745;7308800;0;100;2.766942027;4.471592985;7.32999547;1990.509134;3;-1.687694974;12.6;0.084911477;34;100;7308800;0;Israel
ISR;2009;706.999948;9.197022124;7485600;0;100;2.826508494;4.560773264;7.45871596;2041.132432;3;-1.700873346;12.6;0.002509039;1;100;7485600;0;Israel
ISR;2010;67.99999991;0.86720486;7623600;0;100;2.665349368;4.612276482;7.35697387;2116.068777;2;-1.536817837;12.6;0.010053264;4;100;7623600;0;Israel
ISR;2011;94.00000054;1.17545749;7765800;0;100;2.70512966;4.618524658;7.39438605;2231.816388;3;-1.467256822;12.7;0.051068416;21;100;7765800;0;Israel
ISR;2012;87.00000071;1.067056121;7910500;0;100;2.868714755;4.865016995;7.73373175;2446.055935;3;-1.448193101;12.8;0.03367204;14;100;7910500;0;Israel
ISR;2013;9.999999998;0.120324267;8059500;0;100;3.036182234;4.857808386;7.89399062;2571.885879;3;-1.408923212;12.8;0.004737615;2;100;8059500;0;Israel
ISR;2014;1730.999909;20.43806369;8215700;0;100;3.056612272;4.751695808;7.80830808;2599.132254;3;-1.354732385;12.9;0.110496885;49;100;8215700;0;Israel
ISR;2015;35.00000016;0.405577141;8380100;0;100;NA;NA;NA;NA;3;-1.203643406;13;0.045232613;20;100;8380100;0;Israel
ISR;2016;27.00000016;0.307153738;NA;NA;100;NA;NA;NA;NA;3;-1.041044638;13;0.035891388;16;NA;NA;NA;Israel
ISR;2017;20.9999997;0.234657895;NA;NA;NA;NA;NA;NA;NA;3;-1.064022925;13;0.006567851;3;NA;NA;NA;Israel
ISR;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;Israel
KEN;1995;5.999999997;0.02232477;7028039;20318417;9.768261909;2.285255829;1.969355371;4.2546112;68.31216992;1;-1.202343814;4.5;0.000808826;2;47.4;12962220;14384236;Kenya
KEN;1996;4.999999959;0.018087282;7318411;20829323;11.03366089;2.485395436;1.662980154;4.14837559;68.76828068;1;-1.25192773;4.7;0.000764127;2;48.3;13595356;14552378;Kenya
KEN;1997;427.6577666;1.504218766;7585978;21368136;12.28376484;2.518027294;1.599507906;4.1175352;67.99863318;1;-1.281669377;4.8;0.012982011;36;49.1;14216470;14737644;Kenya
KEN;1998;784.9506477;2.684940529;7859228;21910575;14.5;2.497701452;1.994903268;4.49260472;75.57269544;1;-1.194480658;5;0.077402645;226;50;14884902;14884902;Kenya
KEN;1999;343.0010134;1.141197052;8170306;22430091;14.72585011;2.52459328;1.67225462;4.1968479;71.54775588;1;-1.171004221;5.1;NA;NA;50.9;15575602;15024795;Kenya
KEN;2000;428.0006736;1.385420232;8460180;22990303;15.9132328;2.516013059;2.166725101;4.68273816;80.11587906;1;-1.099017226;5.3;0.008360098;26;51.8;16291350;15159133;Kenya
KEN;2001;475.0004298;1.495563444;8759122;23562360;17.08220673;2.554942999;2.067304171;4.62224717;81.8396119;1;-1.084501691;5.4;0.004084903;13;52.6;17001100;15320382;Kenya
KEN;2002;397.9998241;1.218327705;9100638;24113371;18.23883247;2.595199988;1.943164442;4.53836443;79.9546703;1;-1.248543762;5.5;0.004927421;16;53.5;17769495;15444514;Kenya
KEN;2003;154.0000347;0.458297234;9420115;24710737;16;2.519201476;1.928139084;4.44734056;80.15061759;1;-1.166306242;5.6;0.000909216;3;54.3;18533053;15597799;Kenya
KEN;2004;178.0000273;0.51511986;9750831;25324100;20.5392971;2.494024642;1.795720898;4.28974554;81.34194075;1;-1.069090831;5.7;NA;NA;55.2;19361362;15713569;Kenya
KEN;2005;326.9999946;0.920364363;10093521;25954767;21.69526291;2.518138454;1.845407496;4.36354595;88.11569198;1;-1.129894847;5.8;0.016831155;56;56;20187041;15861247;Kenya
KEN;2006;290.0004826;0.793796883;10485730;26566320;22.86313248;2.619306677;1.624314663;4.24362134;91.4932173;1;-1.191348747;5.9;0.005440935;18;56.8;21045564;16006486;Kenya
KEN;2007;580.4362429;1.545412586;10854484;27231425;24.04897118;2.481096532;1.596858528;4.07795506;94.07296852;1;-1.305061174;6;0.010096648;33;57.7;21975569;16110340;Kenya
KEN;2008;1895.68582;4.91124293;11235595;27912821;25.25732994;2.49628151;1.40330995;3.89959146;89.54680272;1;-1.312757034;6;0.032061725;103;58.5;22901823;16246593;Kenya
KEN;2009;329.9754272;0.832283203;11668789;28568415;23;2.525942821;1.641624369;4.16756719;97.01443575;1;-1.145938904;6.1;0;0;59.3;23860662;16376542;Kenya
KEN;2010;178.651213;0.439007238;12074244;29275908;19.2;2.554980421;1.418735549;3.97371597;98.83523898;1;-0.928025443;6.1;0.006186831;19;60;24810091;16540061;Kenya
KEN;2011;169.6653815;0.406383277;12491131;29995708;28.99655342;2.607894691;2.623533409;5.2314281;137.206243;1;-0.803764703;6.2;0.013991042;42;60.8;25831998;16654841;Kenya
KEN;2012;508.7819906;1.188054396;12919402;30727227;30.27099991;2.167594922;3.322937448;5.49053237;149.2181468;1;-0.991762197;6.2;0.036117418;107;61.6;26886323;16760306;Kenya
KEN;2013;709.9999231;1.616625313;13403228;31423621;31.55445671;2.221500588;3.346404182;5.56790477;158.0382434;1;-1.054224099;6.3;0.070147334;207;62.3;27927127;16899722;Kenya
KEN;2014;530.9999495;1.179528012;13853299;32170951;36;2.216425202;3.503866058;5.72029126;168.9817873;1;-1.08176131;6.3;0.107487977;315;63.1;29041302;16982948;Kenya
KEN;2015;647.3726295;1.403863084;14218114;33018145;41.6;NA;NA;NA;NA;1;-1.048876739;6.3;0.09618974;281;63.2;29853316;17382943;Kenya
KEN;2016;202.9999952;0.429960674;NA;NA;56;NA;NA;NA;NA;2;-1.077044354;6.4;0.024828056;72;NA;NA;NA;Kenya
KEN;2017;390.9993271;0.809073886;NA;NA;NA;NA;NA;NA;NA;1;-1.201222357;6.5;0.043613811;126;NA;NA;NA;Kenya
KEN;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Kenya
LBN;1995;124.9999863;2.683470259;NA;NA;98.77430725;8.321700483;4.242476487;12.56417697;1065.023654;1;-1.266578877;NA;0.168994941;35;83.3;2526817;506577;Lebanon
LBN;1996;250.9999901;5.252568451;NA;NA;98.9223938;8.445569613;4.991736717;13.43730633;1204.867856;1;-1.102840422;NA;0.274239109;57;83.3;2558110;512850;Lebanon
LBN;1997;118.9999974;2.428723099;NA;NA;99.0552063;8.001151698;5.061636262;13.06278796;1217.385184;1;-1.028066284;NA;0.174423131;36;83.3;2576194;516476;Lebanon
LBN;1998;70.99999954;1.413555252;2575237;538714;99.16995239;8.277333445;3.144910175;11.42224362;1110.260581;1;-0.906177753;NA;0.082702096;17;83.3;2593921;520030;Lebanon
LBN;1999;65.99999994;1.282298534;2610546;546100;99.26478577;7.926685073;2.943009427;10.8696945;1051.724813;1;-0.818186409;NA;0.112183327;23;84.5;2667366;489280;Lebanon
LBN;2000;37.99999922;0.721023681;2675648;559718;99.33989716;7.65524431;3.20634861;10.86159292;1061.172726;1;-0.700957348;NA;0.058145396;12;85.7;2772709;462657;Lebanon
LBN;2001;4;0.07431313;2778603;581256;99.39809418;7.170459441;3.733963909;10.90442335;1088.135611;1;-0.578024619;NA;0;0;86.9;2919717;440142;Lebanon
LBN;2002;33.94807043;0.617578554;2913386;609451;99.44422913;6.310867605;3.735593505;10.04646111;1003.509071;1;-0.450374955;NA;0.009419516;2;88.1;3103619;419218;Lebanon
LBN;2003;3.999999996;0.071099444;3050006;651458;99.48410034;5.806017585;3.496375815;9.3023934;918.6070356;1;-0.388825538;NA;0.013803265;3;89.3;3305407;396057;Lebanon
LBN;2004;2.597403488;0.045140142;3175605;687662;99.9;5.197837037;3.711970773;8.90980781;946.7977032;1;-0.353316634;NA;0.004490677;1;90.5;3496257;367010;Lebanon
LBN;2005;24.99999986;0.4243446;3269219;717633;99.5692215;4.675472363;3.744332947;8.41980531;918.925928;1;-0.323940016;7.5;0.096168045;22;91.7;3655943;330909;Lebanon
LBN;2006;758.9999552;12.56076108;3318912;738438;99.38381709;5.198131505;3.631882475;8.83001398;991.8583474;1;-0.254912503;7.6;0.06991982;17;92.9;3769278;288072;Lebanon
LBN;2007;199.7403803;3.231216473;3334556;751910;99.9;5.188220359;3.715535541;8.9037559;1115.47745;1;-0.295724818;7.8;0.16372131;40;94.1;3845365;241101;Lebanon
LBN;2008;197.9091629;3.138916314;3342281;768766;99.9;4.925711677;3.144813413;8.07052509;1118.261041;1;-0.203628816;7.8;0.564559727;142;95.3;3917828;193219;Lebanon
LBN;2009;21.79221044;0.340158426;3392540;790616;99.87830353;4.301067972;3.123417148;7.42448512;1123.468295;2;-0.092294271;7.9;0.066589403;17;96.5;4036746;146410;Lebanon
LBN;2010;5.194806931;0.079785301;3508747;828394;99.94880676;4.482784535;2.708551485;7.19133602;1146.906978;1;-0.123603388;7.9;0.007664121;2;97.7;4237387;99754;Lebanon
LBN;2011;5.00000001;0.074683236;3702813;885555;99.68401095;4.380528974;2.744396996;7.12492597;1117.351226;2;-0.188441903;8;0.003726736;1;99;4542484;45884;Lebanon
LBN;2012;47.33768599;0.652827855;3967538;948866;99.99830627;3.755071816;3.235855284;6.9909271;1085.665973;2;-0.246301795;8.1;0.032177195;9;99;4867240;49164;Lebanon
LBN;2013;239.0000574;3.021159613;4257814;1018288;100;3.579021995;3.054229695;6.63325169;1033.010427;2;-0.265435879;8.3;0.641451018;190;99;5223341;52761;Lebanon
LBN;2014;268.0000328;3.279664872;4521846;1081433;100;3.349784231;3.043924599;6.39370883;987.3853296;2;-0.246378865;8.4;0.436337492;134;99;5547246;56033;Lebanon
LBN;2015;189.9999912;2.302123238;4722144;1129335;100;NA;NA;NA;NA;2;-0.175278274;8.5;0.351380118;111;99;5792964;58515;Lebanon
LBN;2016;47.00000144;0.561560035;NA;NA;100;NA;NA;NA;NA;2;-0.164799917;8.6;0.07742544;25;NA;NA;NA;Lebanon
LBN;2017;386.0000491;4.534785926;NA;NA;NA;NA;NA;NA;NA;2;-0.23126407;8.7;0.050627782;17;NA;NA;NA;Lebanon
LBN;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Lebanon
LBY;1995;0;0;4775590;173208;99.86076355;1.763008813;1.514527997;3.27753681;611.4229829;0;-1.116715857;4.7;0;0;71.2;3523544;1425254;Libya
LBY;1996;2451.003975;53.20914373;4859628;176256;99.84116364;1.687351113;1.662741707;3.35009282;614.0196665;0;-1.163924011;4.9;0.056437851;12;71.2;3585549;1450335;Libya
LBY;1997;7.999999975;0.169936146;4938165;179104;99.80625916;1.666247558;1.790198192;3.45644575;652.8418771;0;-1.166099862;5;NA;NA;71.2;3643496;1473773;Libya
LBY;1998;1.999999998;0.041545578;5013659;181843;99.75299835;2.015856051;1.884513389;3.90036944;705.2855693;0;-1.139497286;5.2;NA;NA;71.2;3699197;1496305;Libya
LBY;1999;0;0;5089567;184596;99.67832947;1.996648477;1.650377783;3.64702626;678.0051636;0;-1.040343789;5.4;NA;NA;71.2;3755204;1518959;Libya
LBY;2000;1.999999986;0.039716962;5168300;187451;99.8;1.747824101;1.659830859;3.40765496;698.9129634;0;-0.87155663;5.6;NA;NA;71.2;3813295;1542456;Libya
LBY;2001;0;0;5250146;190420;99.4646759;1.847371548;2.210293692;4.05766524;810.8146681;0;-0.877822807;5.8;NA;NA;71.2;3873683;1566883;Libya
LBY;2002;0;0;5334052;193463;99.33629608;1.511636647;3.056726273;4.56836292;853.7272089;0;-0.766981366;5.9;NA;NA;NA;NA;NA;Libya
LBY;2003;0;0;5419394;196558;99.20162964;1.371712403;2.692002637;4.06371504;847.4284583;0;-0.642521738;6.1;NA;NA;NA;NA;NA;Libya
LBY;2004;0;0;5505092;199667;99.06674194;1.183998569;2.276618671;3.46061724;693.7427183;0;-0.583541914;6.3;NA;NA;NA;NA;NA;Libya
LBY;2005;0;0;5589944;202744;98.93770599;0.956263233;1.749117427;2.70538066;602.8518107;0;-0.579474973;6.4;NA;NA;NA;NA;NA;Libya
LBY;2006;0;0;5675585;205850;98.82056427;0.868960393;1.640166807;2.5091272;602.5547414;0;-0.558355745;6.6;NA;NA;NA;NA;NA;Libya
LBY;2007;0;0;5761399;208963;98.7213974;0.878325291;1.748097339;2.62642263;605.8706075;0;-0.556070317;6.8;0;0;NA;NA;NA;Libya
LBY;2008;40.00000291;0.663984055;5847273;205805;98.6447525;0.658724305;1.382407555;2.04113186;555.4529362;0;-0.563827383;7;0;0;NA;NA;NA;Libya
LBY;2009;0;0;5912937;208116;98.58912659;0.984326485;2.178180015;3.1625065;955.5200848;0;-0.596185232;7.1;NA;NA;NA;NA;NA;Libya
LBY;2010;0;0;5959389;209751;98.55153656;0.915766992;2.136789648;3.05255664;942.5384562;0;-0.691946007;7.3;NA;NA;NA;NA;NA;Libya
LBY;2011;47807.61741;762.3476175;5982922;210579;98.52895355;1.750007111;3.019999999;4.77000711;617.8128303;0;-2.019651527;7.3;0;0;NA;NA;NA;Libya
LBY;2012;850.0004702;13.23833814;5987517;210741;98.51839447;1.278793511;3.019999999;4.29879351;1148.51074;1;-1.754992097;7.3;0.113941981;33;NA;NA;NA;Libya
LBY;2013;363.0002895;5.552690728;5985307;210663;98.5168457;1.314855871;3.019999999;4.33485587;911.4300985;2;-1.674292986;7.3;0.792307536;232;NA;NA;NA;Libya
LBY;2014;2957.009527;44.56019483;5993168;210940;98.52130127;1.314855871;3.654079159;4.96893503;806.2257448;0;-1.712956665;7.3;2.056938108;694;NA;NA;NA;Libya
LBY;2015;51.00000052;0.757978011;6022967;211988;98.52876282;NA;NA;NA;NA;0;-1.78556806;7.3;2.136661642;689;NA;NA;NA;Libya
LBY;2016;1830.000011;26.83252448;NA;NA;98.53672791;NA;NA;NA;NA;0;-1.873020236;7.3;1.818360876;634;NA;NA;NA;Libya
LBY;2017;1525.000078;22.07349174;NA;NA;NA;NA;NA;NA;NA;0;-1.975751432;7.3;0.838754909;289;NA;NA;NA;Libya
LBY;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Libya
MAR;1995;0;0;15920236;11154996;56.5;2.370445822;1.184133718;3.55457954;99.14630645;0;-0.694200452;2.8;0;0;75.8;20523026;6552206;Morocco
MAR;1996;0;0;16421441;11039162;61.31544876;2.34445546;1.14335155;3.48780701;110.5610366;0;-0.562607597;2.9;0;0;76.4;20979901;6480702;Morocco
MAR;1997;5.999999999;0.021142809;16945974;10879927;63.47954178;2.636779927;1.073390243;3.71017017;117.1195462;0;-0.432758002;3;NA;NA;76.9;21398118;6427783;Morocco
MAR;1998;10;0.034754068;17440488;10734775;65.62527466;2.735962643;1.179102117;3.91506476;132.9270073;0;-0.031475769;3.1;NA;NA;77.3;21779478;6395785;Morocco
MAR;1999;0;0;17935808;10578990;67.74959564;2.836072687;1.149141903;3.98521459;136.4730969;0;0.047524473;3.2;NA;NA;77.8;22184513;6330285;Morocco
MAR;2000;1;0.003386122;18463757;10385864;69.85096741;2.950775455;1.229737845;4.1805133;147.1085183;0;0.046531152;3.4;NA;NA;78.3;22589253;6260368;Morocco
MAR;2001;0;0;18968191;10213641;71.93392181;3.010773873;1.427759227;4.4385331;170.0467838;0;0.172759718;3.5;NA;NA;78.8;22995284;6186548;Morocco
MAR;2002;0;0;19478163;10034205;74.00453949;3.929530382;1.378808948;5.30833933;211.2839356;0;0.168022748;3.6;NA;NA;79.3;23403308;6109060;Morocco
MAR;2003;88.99999897;0.290637836;19965594;9878343;76.06886292;3.85678199;1.39499543;5.25177742;224.5619295;0;0.056044877;3.7;0.023314748;45;79.8;23815462;6028475;Morocco
MAR;2004;0;0;20491735;9687550;78.2;3.786018238;1.429529802;5.21554804;237.9104231;0;-0.051520485;3.8;NA;NA;80.3;24233966;5945319;Morocco
MAR;2005;0;0;21029017;9492053;80.20292664;3.619107893;1.438925867;5.05803376;242.882792;0;-0.192274547;3.9;NA;NA;80.8;24661025;5860045;Morocco
MAR;2006;1.999999999;0.006307003;21577673;9291673;96.5;3.519565456;1.714402504;5.23396796;276.3718479;0;-0.202839264;4;NA;NA;81.4;25127648;5741698;Morocco
MAR;2007;2.000000001;0.006234933;22139150;9086731;84.38460541;3.577105242;1.898077318;5.47518256;301.6893791;0;-0.205918039;4;0.00656662;13;81.9;25573997;5651884;Morocco
MAR;2008;0;0;22718139;8878716;86.50695038;3.522925804;1.891971766;5.41489757;317.7417176;0;-0.210625326;4.1;NA;NA;82.5;26067405;5529450;Morocco
