Code;Year;deaths_allagesex;ratedeaths_allagesex;popimprovedsan;popnoimprovedsan;electricity_acc;privhealthexp_gdp;pubhealthexp_gdp;tothealthexp_gdp;pcexp_health_2011ppa;political_regime;humanrs;avgtotyears_school_adults;terrorism_pcent;terrorism_fatalities;Improved.water.source....of.population.with.access.;popimprovedwatersource;popwithoutimprovedwatersource;Entity
MAR;2009;0;0;23320635;8669262;88.65032196;3.619116645;2.046396065;5.66551271;346.8794003;0;-0.18807731;4.2;NA;NA;83;26551615;5438282;Morocco
MAR;2010;13.99999998;0.042210554;23918314;8491325;90.81171417;3.791282593;2.067572037;5.85885463;277.9565277;0;-0.226684888;4.2;NA;NA;83.5;27062049;5347590;Morocco
MAR;2011;18.00000001;0.053696017;24545541;8313282;92.98812866;3.90097973;2.08777206;5.98875179;401.8339651;0;-0.240834279;4.4;0.008250598;17;84;27601411;5257412;Morocco
MAR;2012;1.000000011;0.002952325;25200344;8133445;95.17656708;3.965386195;2.181466365;6.14685256;425.1429937;0;-0.155028797;4.6;NA;NA;84.6;28200385;5133404;Morocco
MAR;2013;2.000000025;0.005845426;25875948;7948821;97.37400818;3.97759636;1.95774948;5.93534584;428.7952164;0;0.008048532;4.8;NA;NA;85.1;28784878;5039891;Morocco
MAR;2014;1.999999999;0.005788833;26287651;8030431;91.6;3.906451784;2.001326276;5.90777806;446.6397424;0;0.090712765;5;NA;NA;85.3;29273324;5044758;Morocco
MAR;2015;2;0.005735006;26694148;8109174;99.58601379;NA;NA;NA;NA;0;0.15362771;5;0;0;85.4;29722037;5081285;Morocco
MAR;2016;3.000000002;0.008526025;NA;NA;100;NA;NA;NA;NA;0;0.229501136;5.4;NA;NA;NA;NA;NA;Morocco
MAR;2017;2;0.005635562;NA;NA;NA;NA;NA;NA;NA;0;0.335490756;5.5;NA;NA;NA;NA;NA;Morocco
MAR;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Morocco
MDG;1995;4.000000009;0.02920129;1334065;12141335;11.75070953;2.623716887;1.441526203;4.06524309;41.55959896;2;-0.229033;NA;0.002581086;4;34;4581636;8893764;Madagascar
MDG;1996;1;0.007093073;1390269;12512419;12.16192055;2.602249788;1.914972112;4.5172219;46.54555874;2;0.156485567;NA;0.000641517;1;34.8;4838135;9064553;Madagascar
MDG;1997;0;0;1434785;12913069;10.9;2.63319983;2.14802212;4.78122195;50.33871589;2;0.352276013;NA;0;0;35.6;5107836;9240018;Madagascar
MDG;1998;0;0;1495688;13313103;12.93539619;2.54742547;1.96133518;4.50876065;48.31561471;2;0.454584332;NA;NA;NA;36.4;5390400;9418391;Madagascar
MDG;1999;0;0;1558817;13723704;13.29154301;2.507028643;2.039913637;4.54694228;50.22857323;2;0.514916666;NA;NA;NA;37.2;5685098;9597423;Madagascar
MDG;2000;1;0.006305755;1623981;14142825;13.62473679;2.507294372;2.573304228;5.0805986;58.23268813;2;0.507639527;5.2;NA;NA;38;5991386;9775420;Madagascar
MDG;2001;0;0;1691137;14569795;14.8;2.363503878;2.808515662;5.17201954;62.33640111;1;0.406929697;5.2;NA;NA;38.8;6309242;9951690;Madagascar
MDG;2002;6.000000011;0.035629586;1760337;15004780;14.24195862;2.551274644;2.743213836;5.29448848;54.88919924;1;0.077147199;5.3;0;0;39.6;6638986;10126131;Madagascar
MDG;2003;0;0;1831589;15447552;20.3;2.552892392;2.260174188;4.81306658;54.2230147;1;0.455955999;5.4;NA;NA;40.4;6980773;10298368;Madagascar
MDG;2004;1;0.005598007;1887118;15915879;14.83404636;2.45054918;2.43699522;4.8875444;57.81357573;1;0.548385068;5.5;NA;NA;41.2;7334835;10468162;Madagascar
MDG;2005;1.999999999;0.01087586;1980366;16356358;15.13582134;2.408570864;2.621449986;5.03002085;62.38910781;1;0.517213835;5.6;NA;NA;42.1;7719761;10616963;Madagascar
MDG;2006;0;0;2057949;16822319;15.44950294;2.294189265;2.817711615;5.11190088;66.68191258;1;0.540506184;5.7;0;0;43.1;8137396;10742872;Madagascar
MDG;2007;2.999999996;0.015389015;2137688;17295835;15.78115177;2.244174691;2.739821839;4.98399653;68.91424403;2;0.522899877;5.8;NA;NA;44;8550750;10882773;Madagascar
MDG;2008;2.000000002;0.009960384;2219608;17776861;16.13532257;2.07682047;2.41891842;4.49573889;66.00689973;1;0.372126003;5.9;NA;NA;45;8998411;10998058;Madagascar
MDG;2009;70.99999874;0.343361341;2303742;18265379;17.4;2.292126051;2.408212919;4.70033897;64.89127922;1;-0.788238154;5.9;0.00119008;2;45.9;9441227;11127894;Madagascar
MDG;2010;3.000000002;0.01409388;2411287;18740353;16.90373993;2.257791531;2.606558609;4.86435014;66.26698187;0;-0.641405667;6;NA;NA;46.9;9920119;11231521;Madagascar
MDG;2011;0;0;2500554;19243395;14.3;1.799722421;2.435872279;4.2355947;58.09751877;0;-0.615454795;6.1;0;0;47.8;10393608;11350341;Madagascar
MDG;2012;23;0.101897677;2592202;19754371;17.73223686;1.640126753;1.816105297;3.45623205;48.34825107;0;-0.629743101;6.1;0;0;48.7;10882781;11463792;Madagascar
MDG;2013;107.9999959;0.464463803;2686454;20274692;12.9;1.587232999;2.560444941;4.14767794;58.64733798;1;-0.54436174;6.1;0;0;49.7;11411690;11549456;Madagascar
MDG;2014;440.0000549;1.837452867;2807186;20782615;18.59678078;1.567940415;1.473414605;3.04135502;43.70476778;1;-0.498014498;6.1;0.000556259;1;50.6;11936439;11653362;Madagascar
MDG;2015;168.9999854;0.685517012;2908091;21325997;19.03506088;NA;NA;NA;NA;1;-0.48199077;6.1;NA;NA;51.5;12480555;11753533;Madagascar
MDG;2016;173.9999992;0.685759273;NA;NA;22.9;NA;NA;NA;NA;1;-0.353940273;6.1;0.00164015;3;NA;NA;NA;Madagascar
MDG;2017;172.0000144;0.658782158;NA;NA;NA;NA;NA;NA;NA;1;-0.23040146;6.1;NA;NA;NA;NA;NA;Madagascar
MDG;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Madagascar
MLI;1995;3.999999995;0.04213469;1536712;8067738;2.492473841;2.400079666;2.627422294;5.02750196;43.9324028;2;0.064467355;0.9;0.001225772;2;36.8;3534438;6070012;Mali
MLI;1996;0;0;1606660;8250150;6.2;4.570049723;2.993787617;7.56383734;65.1248839;2;0.891677193;1;NA;NA;38.7;3814585;6042225;Mali
MLI;1997;5000.018645;49.71914705;1689054;8425040;5.666636944;4.383234292;2.478276148;6.86151044;63.25156804;2;0.739921548;1;0;0;40.6;4106322;6007772;Mali
MLI;1998;10002.04964;96.592264;1775123;8605712;7.227716446;4.064824757;2.136752933;6.20157769;60.2521898;2;0.745153143;1.1;NA;NA;42.6;4422236;5958599;Mali
MLI;1999;2008.999707;18.80862676;1866152;8797571;8.767381668;4.228384027;1.819396693;6.04778072;62.97421264;2;0.900942532;1.1;NA;NA;44.6;4756020;5907703;Mali
MLI;2000;2002.997675;18.16159142;1974184;8993506;10.28409481;4.223020328;2.069921322;6.29294165;64.44776307;2;0.980412415;1.2;NA;NA;46.6;5110944;5856746;Mali
MLI;2001;2002.002225;17.56385265;2077959;9215299;10.8;3.520264008;2.872448632;6.39271264;76.30685186;2;1.123095017;1.3;NA;NA;48.6;5488523;5804735;Mali
MLI;2002;2004.998293;16.99674491;2199758;9439171;13.26835442;3.778195875;2.538877445;6.31707332;64.33308903;2;1.222212902;1.4;NA;NA;50.6;5889298;5749631;Mali
MLI;2003;1513.000399;12.37894356;2316990;9688138;14.7480278;3.492869576;2.757198984;6.25006856;68.61108664;2;1.227314589;1.5;NA;NA;52.7;6326702;5678426;Mali
MLI;2004;499.9998124;3.944646611;2441205;9950701;16.22747993;3.188009347;3.091886553;6.2798959;74.09065387;2;1.238065228;1.6;NA;NA;54.7;6778373;5613533;Mali
MLI;2005;11.99999999;0.091228217;2585350;10213413;17.71277428;3.297276289;3.038529491;6.33580578;80.18927412;2;1.140486189;1.7;0;0;56.7;7256899;5541864;Mali
MLI;2006;199.9999829;1.464566241;2724775;10502289;16.6;3.390804716;3.164633564;6.55543828;86.8998321;2;1.016124256;1.7;NA;NA;58.7;7764287;5462777;Mali
MLI;2007;59.00000062;0.415981421;2885553;10790053;20.72514153;3.605933989;3.366576961;6.97251095;95.73532231;2;0.915399826;1.8;0.012224787;20;60.8;8314768;5360838;Mali
MLI;2008;117.0000001;0.794011293;3039716;11098500;22.26283073;3.601274886;3.135697314;6.7369722;95.78012205;2;0.87269377;1.9;0.033372936;55;62.8;8878800;5259416;Mali
MLI;2009;136.9999976;0.895055945;3213451;11393146;24.03089583;3.700372926;3.148995784;6.84936871;99.20487992;2;0.91188561;1.9;0.01804335;30;64.8;9465075;5141522;Mali
MLI;2010;31.00000015;0.195015545;3376819;11698266;25.39828682;3.544604509;2.807459661;6.35206417;95.47477221;2;0.918055613;2;0.000594983;1;66.9;10085232;4989853;Mali
MLI;2011;37.00000022;0.225640545;3558886;11982103;26.99004555;3.573385499;3.015246311;6.58863181;102.3931851;2;0.90295549;2;0.002943111;5;68.9;10707741;4833248;Mali
MLI;2012;335.9999188;1.9884556;3729554;12277116;25.6;4.215076938;2.250262582;6.46533952;101.1760025;1;-0.987328274;2.1;0.030737797;53;70.9;11348729;4657941;Mali
MLI;2013;1119.999991;6.393144538;3921721;12556097;30.20660782;5.443516419;1.134273081;6.5777895;99.17748647;1;-1.201327634;2.2;0.077415264;137;73;12028807;4449011;Mali
MLI;2014;233.9999999;1.287546606;4105009;12857837;31.82540131;5.293994384;1.568172106;6.86216649;108.0998983;2;-1.217229736;2.3;0.069850402;125;75;12722135;4240712;Mali
MLI;2015;248.9999844;1.32141565;4314573;13153332;37.6;NA;NA;NA;NA;2;-1.218128308;2.3;0.148090925;269;77;13450287;4017618;Mali
MLI;2016;136.9999982;0.701350046;NA;NA;35.06949997;NA;NA;NA;NA;2;-1.200032587;2.3;0.098784429;181;NA;NA;NA;Mali
MLI;2017;869.9999616;4.295505525;NA;NA;NA;NA;NA;NA;NA;2;-1.197660938;2.3;0.193834073;361;NA;NA;NA;Mali
MLI;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Mali
NGA;1995;2;0.001918483;38884127;69127338;37.76992416;2.111634267;0.658145013;2.76977928;88.96537265;0;-1.817618172;NA;6.68E-05;1;46;49685274;58326191;Nigeria
NGA;1996;28.99999998;0.026972044;39420914;71311990;38.79986954;2.315547289;0.600480921;2.91602821;97.66675202;0;-1.764684409;NA;0.001550453;24;47.2;52265931;58466973;Nigeria
NGA;1997;92.99999988;0.08384892;39959992;73562713;39.81451416;2.198380182;0.717612288;2.91599247;99.60255135;0;-1.746654054;NA;0.006797256;107;48.3;54831467;58691238;Nigeria
NGA;1998;917.9999554;0.80215663;40502241;75883509;40.81081009;2.561714504;0.906626186;3.46834069;119.971726;0;-1.690091797;NA;0.000556404;9;49.5;57610946;58774804;Nigeria
NGA;1999;2699.00005;2.285634124;41048513;78278560;44.9;2.393747064;0.983666146;3.37741321;116.2264681;1;-1.761397088;NA;0.008052999;134;50.6;60379499;58947574;Nigeria
NGA;2000;192.9999989;0.158413773;41599683;80752326;42.73761368;1.887750505;0.949286025;2.83703653;102.5506061;2;-1.731851157;NA;0;0;51.8;63378341;58973668;Nigeria
NGA;2001;706.0000024;0.561684672;42281177;83182257;43.67113113;2.228523329;1.017707351;3.24623068;122.1898624;2;-1.861049109;NA;0.000173184;3;53;66495620;58967814;Nigeria
NGA;2002;257.9999997;0.198952532;42846014;85820696;44.59230042;1.809661685;0.622004345;2.43166603;94.0404402;2;-1.912264801;NA;0.001594098;28;54.2;69737357;58929353;Nigeria
NGA;2003;385.0000101;0.287756833;43418963;88553570;52.2;3.140272766;0.906661784;4.04693455;199.1015799;1;-1.924925969;5.2;0.0015793;28;55.4;73112783;58859750;Nigeria
NGA;2004;1431.00022;1.036606017;44138319;91255297;46.42185211;2.912745181;1.414760439;4.32750562;245.9297134;1;-1.953870033;5.2;0.002307263;41;56.6;76632787;58760829;Nigeria
NGA;2005;77.00000009;0.054054951;44738512;94200966;47.34236145;2.90851064;1.19778681;4.10629745;242.76003;1;-1.889747033;5.2;0.001076262;19;57.8;80307018;58632460;Nigeria
NGA;2006;51.00000004;0.034697421;45493896;97120198;48.27477646;2.452259402;1.204600858;3.65686026;234.8921703;1;-1.815732616;5.2;0.014425909;254;59;84142315;58471779;Nigeria
NGA;2007;157;0.103535175;46121363;100295661;50.13091943;3.000597892;1.472728808;4.4733267;306.9382903;1;-1.744997596;5.2;0.004683925;82;60.1;87996631;58420393;Nigeria
NGA;2008;233.0000007;0.14895381;46908386;103439004;50.3;2.528016827;1.470059403;3.99807623;289.4534293;1;-1.838994069;5.2;0.004159878;72;61.2;92012603;58334787;Nigeria
NGA;2009;1653.000111;1.024449878;47555872;106846309;51.1919899;2.910330804;1.324670016;4.23500082;321.64898;1;-1.917095653;5.2;0.0184568;316;62.3;96192559;58209622;Nigeria
NGA;2010;902.0000121;0.541965822;48366370;110211891;48;2.561945033;0.908580697;3.47052573;174.1921423;1;-2.053989198;5.2;0.006896501;117;63.4;100538617;58039644;Nigeria
NGA;2011;1629.000072;0.948990062;49188877;113688199;55.9;2.535399372;1.151611248;3.68701062;192.8527342;1;-2.03968212;5.5;0.026628308;447;64.5;105055714;57821362;Nigeria
NGA;2012;3063.000105;1.730240053;50021888;117275396;54.26990509;2.265914668;1.033169532;3.2990842;178.3101464;1;-2.020130425;5.7;0.090837236;1508;65.5;109579721;57717563;Nigeria
NGA;2013;4450.999718;2.438377668;50861474;120967829;55.6;2.821298504;0.882627256;3.70392576;208.4640017;2;-1.973542489;5.9;0.123071834;2014;66.6;114438316;57390987;Nigeria
NGA;2014;14075.99791;7.479707815;51702927;124757575;56.37191391;2.746263313;0.922535127;3.66879844;216.8711705;2;-2.029528307;5.9;0.472017491;7781;67.6;119287299;57173203;Nigeria
NGA;2015;0;0;52542706;128639038;52.5;NA;NA;NA;NA;2;-1.991060602;6;0.345010691;5559;68.5;124109495;57072249;Nigeria
NGA;2016;4961.000099;2.480943148;NA;NA;59.3;NA;NA;NA;NA;2;-1.984626632;6.2;0.135858765;2165;NA;NA;NA;Nigeria
NGA;2017;4057.999597;1.969062073;NA;NA;NA;NA;NA;NA;NA;2;-2.058687075;6.2;0.114065042;1805;NA;NA;NA;Nigeria
NGA;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Nigeria
SAU;1995;13.99999998;0.073086249;17592955;1142886;NA;1.389357503;1.543194607;2.93255211;755.2893834;0;-0.717059687;6.2;0.018858119;14;93.3;17480540;1255301;Saudi Arabia
SAU;1996;19.00000006;0.097051896;18060210;1071368;NA;1.315632566;1.617271884;2.93290445;775.5498158;0;-0.653258323;6.3;0.025976416;19;93.7;17926289;1205289;Saudi Arabia
SAU;1997;0;0;18530297;975279;NA;1.276200098;1.752704712;3.02890481;815.5847709;0;-0.614188916;6.4;NA;NA;94;18335241;1170335;Saudi Arabia
SAU;1998;0;0;19007630;874828;NA;1.366861849;1.945860041;3.31272189;904.7495928;0;-0.625669798;6.5;NA;NA;94.3;18749158;1133300;Saudi Arabia
SAU;1999;0;0;19523219;771187;NA;1.295665246;2.803396284;4.09906153;1099.763184;0;-0.582245258;6.6;NA;NA;94.7;19218802;1075604;Saudi Arabia
SAU;2000;1;0.00472954;20099854;664458;NA;1.183551382;3.051834468;4.23538585;1186.4674;0;-0.490332162;6.7;0.001405465;1;95;19726096;1038216;Saudi Arabia
SAU;2001;2;0.009274863;20728395;575197;NA;1.23266591;3.25646885;4.48913476;1257.073771;0;-0.4309397;6.8;0.002815722;2;95.4;20323627;979965;Saudi Arabia
SAU;2002;1;0.004541647;21446276;460032;NA;1.192052388;3.090089872;4.28214226;1183.570502;0;-0.384309854;7;0.001373843;1;95.7;20964337;941971;Saudi Arabia
SAU;2003;81.00000049;0.359639452;22218079;338346;NA;1.12227738;2.89642297;4.01870035;1183.658739;0;-0.33774937;7.1;0.074425639;55;96;21654168;902257;Saudi Arabia
SAU;2004;154.9999974;0.671166915;23019830;209060;100;1.022151685;2.561828615;3.5839803;1150.650831;0;-0.340201101;7.5;0.085793568;64;96.4;22392650;836240;Saudi Arabia
SAU;2005;32.00000001;0.134715609;23833937;71717;100;0.9403872;2.4783645;3.4187517;1181.259192;0;-0.348337429;7.6;0.00131519;1;96.7;23116767;788887;Saudi Arabia
SAU;2006;14.99999999;0.061237602;24578301;0;100;0.908312878;2.641391252;3.54970413;1299.259293;0;-0.460263479;7.8;0.005153551;4;97;23840952;737349;Saudi Arabia
SAU;2007;5.000000006;0.019755779;25252569;0;100;0.980053623;2.507397747;3.48745137;1353.637548;0;-0.682005038;8.1;0.003809619;3;97;24494992;757577;Saudi Arabia
SAU;2008;2.000000017;0.007637937;25940770;0;100;0.980745448;1.889405212;2.87015066;1201.246866;0;-0.811989077;8.3;NA;NA;97;25162547;778223;Saudi Arabia
SAU;2009;5.000000007;0.018445578;26661492;0;100;1.298211528;2.788237062;4.08644859;1712.135916;0;-0.964837526;8.6;0.006072147;5;97;25861647;799845;Saudi Arabia
SAU;2010;1.00000016;0.003564587;27425676;0;100;1.227768081;2.265200109;3.49296819;1514.262611;0;-0.885358899;8.9;NA;NA;97;26602906;822770;Saudi Arabia
SAU;2011;2.999999997;0.010344522;28238020;0;100;1.069826872;2.495887158;3.56571403;1692.788873;0;-0.880860302;9.1;0.003527673;3;97;27390879;847141;Saudi Arabia
SAU;2012;3.999999999;0.013358608;29086357;0;100;1.111145924;2.752282696;3.86342862;1920.380701;0;-0.751735882;9.4;0.004658234;4;97;28213766;872591;Saudi Arabia
SAU;2013;1;0.003238686;29944476;0;100;1.144995504;3.100369556;4.24536506;2159.393078;0;-0.692880734;9.5;0.00115095;1;97;29046142;898334;Saudi Arabia
SAU;2014;20.00000002;0.062898085;30776722;0;100;1.193295069;3.490789741;4.68408481;2465.976768;0;-0.703309741;9.5;0.022723889;20;97;29853420;923302;Saudi Arabia
SAU;2015;323.0000198;0.987748512;31557144;0;100;NA;NA;NA;NA;0;-0.802856891;9.5;0.23172511;213;97;30610430;946714;Saudi Arabia
SAU;2016;1978.999773;5.89285246;NA;NA;100;NA;NA;NA;NA;0;-0.938049696;9.5;0.175223929;162;NA;NA;NA;Saudi Arabia
SAU;2017;2588.999595;7.516535712;NA;NA;NA;NA;NA;NA;NA;0;-0.995758828;9.5;0.032773677;31;NA;NA;NA;Saudi Arabia
SAU;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Saudi Arabia
SEN;1995;348.0000101;3.985570492;3314964;5431642;32.73323822;2.654507299;1.279853831;3.93436113;50.90094584;2;-0.990271474;2.1;0.019545217;18;63.7;5571588;3175018;Senegal
SEN;1996;5;0.055794455;3446046;5528031;34.22920227;2.600243187;1.484014333;4.08425752;53.48333446;2;-0.889455464;2;NA;NA;64.4;5779306;3194771;Senegal
SEN;1997;440.0000042;4.785573459;3577449;5619079;32.2;2.655283301;1.284259989;3.93954329;52.78921713;2;-1.005959115;2;0.0981405;92;65.2;5996136;3200392;Senegal
SEN;1998;372.9999927;3.955461875;3701428;5716965;37.17218781;2.654966349;1.311168581;3.96613493;55.53519661;2;-1.093109442;2;0.004232047;4;65.9;6206721;3211672;Senegal
SEN;1999;38.00000024;0.393029638;3839091;5806866;36.2;2.748678473;1.741001217;4.48967969;66.25891642;2;-0.871084284;1.9;0.00105525;1;66.7;6433853;3212104;Senegal
SEN;2000;75.00000104;0.756763176;3983273;5900779;62.2570631;2.735969348;1.895541632;4.63151098;70.35792475;2;-0.419512207;1.9;0.004249758;4;67.4;6661851;3222201;Senegal
SEN;2001;78.00000846;0.767967297;4124740;6009757;41.43057632;2.843424701;2.135240269;4.97866497;78.83990118;2;-0.244073532;2.3;0.029836518;28;68.2;6911727;3222770;Senegal
SEN;2002;82.00000038;0.788024178;4283507;6113354;36.8;3.1137068;1.95048094;5.06418774;79.81765292;2;-0.080354471;2.4;0.008477438;8;68.9;7163437;3233424;Senegal
SEN;2003;39.99999997;0.375292858;4449803;6221187;44.19868088;3.30765763;2.09132832;5.39898595;90.12923524;2;0.270138603;2.4;NA;NA;69.6;7427009;3243981;Senegal
SEN;2004;3;0.027484399;4612452;6343492;36.8;3.561729687;2.119257093;5.68098678;100.4026213;2;0.470900911;2.4;NA;NA;70.4;7712985;3242959;Senegal
SEN;2005;1;0.00894774;4793039;6458227;47.1;2.372186491;2.982437419;5.35462391;100.4070889;2;0.410783125;2.4;0;0;71.1;7999650;3251616;Senegal
SEN;2006;8.000000002;0.069921036;4980965;6575798;49.9;2.293654992;3.149901608;5.4435566;104.919558;2;0.216418662;2.4;NA;NA;71.8;8297756;3259007;Senegal
SEN;2007;7.000000016;0.059764268;5176871;6696686;49.78073883;2.389284792;2.332512428;4.72179722;95.41717651;2;0.166386029;2.4;0.001120606;1;72.6;8620202;3253355;Senegal
SEN;2008;14;0.116771975;5381945;6822012;51.21966171;2.40762115;2.52752637;4.93514752;102.5632025;2;0.162228843;2.4;0.011340759;10;73.3;8945500;3258457;Senegal
SEN;2009;28.00000008;0.228190156;5597709;6953208;53.5;2.321295952;2.486263648;4.8075596;100.225742;2;0.085201534;2.4;0.010288139;9;74.1;9300229;3250688;Senegal
SEN;2010;22.99999999;0.183171985;5825219;7091010;54.15758896;2.252943697;2.368547813;4.62149151;98.73971716;2;0.115268647;2.4;0.003438649;3;74.8;9661339;3254890;Senegal
SEN;2011;50.99999974;0.396988804;6065215;7235695;56.5;2.13706245;2.2798394;4.41690185;95.3619219;2;0.156109684;2.4;0.024134238;21;75.6;10055488;3245422;Senegal
SEN;2012;24.00000002;0.182638609;6317319;7386194;57.15559769;2.131319262;2.179866218;4.31118548;95.01243387;2;0.17100343;2.6;0.01843427;16;76.3;10455780;3247733;Senegal
SEN;2013;13.99999998;0.104177195;6580069;7540251;57;2.272237936;2.238315424;4.51055336;101.1809203;2;0.392453059;2.8;0.008087718;7;77;10872646;3247674;Senegal
SEN;2014;16.00000008;0.116433046;6851218;7694893;61;2.24701594;2.41795607;4.66497201;106.9355043;2;0.485085585;2.8;0.008087141;7;77.8;11316874;3229237;Senegal
SEN;2015;0.999999999;0.007116889;7129049;7847945;60.5;NA;NA;NA;NA;2;0.663216652;2.9;0;0;78.5;11756940;3220054;Senegal
SEN;2016;17.00000003;0.118332396;NA;NA;64.5;NA;NA;NA;NA;2;0.764027056;2.9;NA;NA;NA;NA;NA;Senegal
SEN;2017;0;0;NA;NA;NA;NA;NA;NA;NA;2;0.796011622;3;NA;NA;NA;NA;NA;Senegal
SEN;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Senegal
SOM;1995;133.9999966;1.660248028;1648847;6056047;0.136908397;NA;NA;NA;NA;0;-1.788484254;NA;0.022698898;29;21;1618028;6086866;Somalia
SOM;1996;468.0000255;5.607314025;1696864;6195525;0.525144458;NA;NA;NA;NA;0;-1.702601852;NA;0.021363436;28;21;1657402;6234987;Somalia
SOM;1997;506.9997802;5.869610397;1757695;6379780;0.950777709;NA;NA;NA;NA;0;-1.469302743;NA;0.107189526;145;21.1;1717007;6420468;Somalia
SOM;1998;203.9999751;2.265442858;1827655;6594717;2.487471581;NA;NA;NA;NA;0;-1.402047018;NA;0;0;21.8;1836077;6586295;Somalia
SOM;1999;78.00000357;0.832003873;1901010;6819221;4.002751827;NA;NA;NA;NA;0;-1.486366491;NA;0.006583848;9;22.6;1970772;6749459;Somalia
SOM;2000;29.99999973;0.308061502;1964502;7046977;5.495079517;NA;NA;NA;NA;0;-1.53159305;NA;0.026114626;36;23.5;2117698;6893781;Somalia
SOM;2001;283.0000007;2.794622132;2034690;7256133;6.968997478;NA;NA;NA;NA;0;-1.542144688;NA;0.0021617;3;24.4;2266961;7023862;Somalia
SOM;2002;166.000018;1.573916675;2104117;7460050;7.4;NA;NA;NA;NA;0;-1.559153197;NA;0.004289676;6;25.3;2419734;7144433;Somalia
SOM;2003;472.9999928;4.311557828;2173844;7662553;9.885855675;NA;NA;NA;NA;0;-1.560918286;NA;0.004990775;7;26.3;2586972;7249425;Somalia
SOM;2004;1315.999794;11.56547462;2255919;7860309;11.34092236;NA;NA;NA;NA;0;-1.585856833;NA;0.001416616;2;27.3;2761730;7354498;Somalia
SOM;2005;300.9998792;2.555890443;2331823;8078102;12.80183125;NA;NA;NA;NA;0;-1.632036635;NA;0.014360373;20;28.4;2956419;7453506;Somalia
SOM;2006;612.0000006;5.014169747;2422340;8295977;15.23378582;NA;NA;NA;NA;0;-1.749791775;2.1;0.015806028;22;29.5;3161904;7556413;Somalia
SOM;2007;2306.999463;18.28786101;2505761;8532835;15.76542854;NA;NA;NA;NA;0;-2.145729308;NA;0.286986109;408;30.7;3388849;7649747;Somalia
SOM;2008;2317.998336;17.87516167;2603564;8765712;17.2787323;NA;NA;NA;NA;0;-2.199966629;NA;0.309316767;436;30.9;3513106;7856170;Somalia
SOM;2009;1912.000477;14.34004655;2704546;9003444;18.81306267;NA;NA;NA;NA;0;-2.158448593;NA;0.270654146;381;31.2;3652893;8055097;Somalia
SOM;2010;3205.001756;23.61100681;2808401;9244822;20.36541748;NA;NA;NA;NA;0;-2.179798332;NA;0.194560106;295;31.4;3784712;8268511;Somalia
SOM;2011;2581.002174;18.6673461;2915110;9489615;21.93279076;NA;NA;NA;NA;0;-2.297475411;NA;0.227950337;344;31.7;3932298;8472427;Somalia
SOM;2012;3610.005337;25.33496862;NA;NA;23.51218033;NA;NA;NA;NA;0;-2.263819094;NA;0.554004042;783;NA;NA;NA;Somalia
SOM;2013;1996.998227;13.54897922;NA;NA;25.10058212;NA;NA;NA;NA;0;-2.187781389;NA;0.472755267;660;NA;NA;NA;Somalia
SOM;2014;1748.001278;11.47742723;NA;NA;26.69499207;NA;NA;NA;NA;0;-2.194824387;NA;1.139367888;1589;NA;NA;NA;Somalia
SOM;2015;1668.001245;10.57692555;NA;NA;28.29240417;NA;NA;NA;NA;0;-2.016899517;NA;1.033949016;1447;NA;NA;NA;Somalia
SOM;2016;2583.001551;15.800493;NA;NA;29.89031792;NA;NA;NA;NA;0;-1.880563941;NA;1.117159544;1583;NA;NA;NA;Somalia
SOM;2017;5444.991152;32.25631816;NA;NA;NA;NA;NA;NA;NA;0;-1.739184553;NA;1.312684664;1912;NA;NA;NA;Somalia
SOM;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Somalia
SYR;1995;0;0;12251050;2094442;NA;3.327641314;2.189237706;5.51687902;167.9056303;1;-1.063359039;4.5;NA;NA;86.1;12351469;1994023;Syria
SYR;1996;14.99999997;0.099688354;12689546;2065740;NA;3.546320004;1.954094696;5.5004147;172.9498465;1;-1.063023385;4.5;0.02356083;15;86.4;12748567;2006719;Syria
SYR;1997;70.05193161;0.454067781;13158854;2018602;NA;3.420206583;1.877760477;5.29796706;168.1885882;1;-1.039209173;4.5;0.003134038;2;86.7;13158854;2018602;Syria
SYR;1998;13.61038605;0.086109205;13636332;1965878;NA;3.162779401;1.960923229;5.12370263;170.6927205;1;-0.994113542;4.5;0;0;87;13573923;2028287;Syria
SYR;1999;6.726682976;0.041553794;14094161;1921931;NA;3.23528981;2.01442573;5.24971554;166.7991879;1;-0.935276905;4.6;NA;NA;87.2;13966032;2050060;Syria
SYR;2000;6.805193041;0.041024288;14540011;1870837;NA;2.929397111;1.989779169;4.91917628;157.0131864;1;-0.872859862;4.6;NA;NA;87.5;14359492;2051356;Syria
