migrants;Code;Year;crop_index;conflict_deaths;gdp_pcg;pgrowth;inflation;child_mort;electricity_access;educ_spending;unempl_total;pubhealthexp_gdp;political_regime;accesstoimprwater_pcent;battle_deaths;totpop;gdp_pc;avgtotyears_school_adults;crop_index_bis;agric_GDP_av
184910;SYR;2016;#N/A;55472.16964;0;-3.066273746;0;18;89.75059509;0;8.468999863;#N/A;0;#N/A;41340;17453933;0;5.1;77.99;0
83362;SYR;2017;#N/A;41378.34528;0;-2.235952757;0;18.1;89.69814301;0;8.362000465;#N/A;0;#N/A;21108;17068002;0;5.1;0;0
53678;SYR;2018;#N/A;#N/A;0;-0.952015452;0;18;86;0;8.256999969;#N/A;0;#N/A;11631;16906283;0;#N/A;0;0
4066;TUN;1995;4.655769559;6.999999996;0.585330964;1.740819587;6.244150287;34.4;88.7;23.35724068;15.93400002;2.894339986;1;86.5;0;9125398;1975.900295;4.1;52.92;11.36654195
4155;TUN;1996;8.087098102;0;5.504991917;1.54348763;3.725144727;32.5;90.4;23.13492966;15.96100044;2.9873341;1;87.2;0;9267340;2113.586292;4.3;110.9;13.71320078
5558;TUN;1997;5.948585589;0;4.006841927;1.369433359;3.652026207;30.4;92;25.95521927;15.93999958;2.699827512;1;87.9;0;9395123;2208.205303;4.4;66.83;11.23460342
9131;TUN;1998;8.415446162;0;3.519573193;1.213811479;3.125365797;28.5;93.2;0;15.52799988;2.919304872;1;88.6;0;9509857;2292.712947;4.6;89.21;10.60074514
9812;TUN;1999;9.454723291;0;4.910300757;1.084867474;2.690124858;26.6;94.2;24.90078926;15.21000004;2.898708402;1;89.2;0;9613588;2386.589244;4.7;100.28;10.60633896
12382;TUN;2000;7.870999279;5.000000005;3.687799992;0.980882557;2.962307947;24.9;94.8;24.59177971;14.93999958;2.961609952;1;89.9;0;9708350;2211.826817;4.9;78.76;10.00635335
13844;TUN;2001;6.524213015;3.000000005;2.88948964;0.877370925;1.983333333;23.3;97.3;24.64776039;14.39999962;2.834447949;1;90.5;0;9793903;2253.04471;5.1;61.47;9.421826028
14877;TUN;2002;7.562875376;22.00000013;0.528632063;0.786654393;2.721032849;22;97.8;22.88013077;14.55000019;2.80141766;1;91.1;0;9871251;2344.413533;5.2;62.76;8.29843107
18782;TUN;2003;11.9485921;0;3.923076987;0.747117198;2.712592475;20.8;98.4;27.68428993;14.51000023;2.833405347;1;91.8;0;9945277;2760.414314;5.4;111.02;9.291471251
18255;TUN;2004;9.10273376;0;5.419596499;0.771255024;3.63228005;19.7;99;27.83381081;14.22999954;2.913685908;1;92.4;0;10022277;3111.382703;5.6;90.14;9.902519658
15495;TUN;2005;11.14088126;0;2.621374098;0.839527992;2.017786414;18.8;99.3;26.69569016;12.87199974;2.866036298;1;92.9;0;10106771;3193.206569;5.8;102.16;9.169831148
16210;TUN;2006;11.60401911;1.999999998;4.269842767;0.930113754;3.225253374;17.9;99.4;26.86130905;12.51000023;2.955066218;1;93.5;0;10201214;3370.033926;5.9;107.69;9.280405265
15555;TUN;2007;12.09946893;25.9999995;5.637711617;1.009589214;2.966944325;17.2;99.4;26.42863083;12.36499977;2.95239633;1;94.1;0;10304726;3775.75001;6.1;104.58;8.643354567
17849;TUN;2008;14.00165155;0;3.139722455;1.059000757;4.345028076;16.6;99.4;25.25867081;12.44299984;3.041912298;1;94.7;0;10414433;4307.155878;6.3;109.92;7.850502463
18064;TUN;2009;12.84038304;0;1.954236484;1.062668312;3.664903306;16.2;99.5;25.26201057;13.28999996;3.507378856;1;95.2;0;10525694;4128.462783;6.4;106.54;8.297260265
18814;TUN;2010;13.89856078;0;2.444381369;1.035407586;3.338979636;15.8;99.5;24.84683037;13.04899979;3.829212473;1;95.8;0;10635244;4141.976353;6.7;104.72;7.53459309
19140;TUN;2011;12.28400539;19.99999989;-2.89085825;0.997672882;3.24002842;15.5;99.5;0;18.33399963;4.167224012;1;96.3;0;10741880;4264.674946;6.9;104.84;8.534675511
19952;TUN;2012;13.42526119;9.000000012;2.989797034;0.973860812;4.611844322;15.2;99.5;20.99101067;17.62999916;4.157872526;2;96.9;0;10847002;4152.678587;6.8;121.98;9.085856748
19949;TUN;2013;13.12336224;84.99999297;1.880398522;0.972018923;5.316235313;15;99.7;0;15.93400002;4.229623294;2;97.3;0;10952951;4222.703245;6.8;116.67;8.890252195
19704;TUN;2014;11.38052219;91.99999787;1.945239942;1.001545789;4.625550995;14.9;99.8;0;15.05799961;3.968816495;2;97.7;0;11063201;4305.474165;6.9;104.17;9.153358544
19881;TUN;2015;14.24808235;99.99999927;0.137805237;1.049753044;4.437371273;14.8;99.9;22.62495041;15.21800041;#N/A;2;97.7;0;11179949;3861.688531;7;146.51;10.28278728
20742;TUN;2016;11.96760773;118.0000012;0.049945369;1.10299623;3.629399374;14.7;100;0;15.51399994;#N/A;2;#N/A;72;11303946;3697.930831;7.1;112.4;9.392019067
20783;TUN;2017;0;25.0000005;0.762600932;1.139078899;5.308848396;14.7;100;0;15.37899971;#N/A;3;#N/A;0;11433443;3481.228739;7.2;0;9.694801554
23201;TUN;2018;0;#N/A;1.49480936;1.145827766;7.30759176;14.6;99.8;0;15.45899963;#N/A;2;#N/A;0;11565204;3438.789089;#N/A;0;10.39527682
78159;TUR;1995;5.181861191;3301.00013;6.177173081;1.589428988;89.11331722;42.7;0;0;7.644000053;1.76287716;2;89.2;3035;58486456;2897.866491;4.8;81.32;15.69320308
77570;TUR;1996;5.20868064;3416.999965;5.68679161;1.589089637;80.41215114;40.3;0;0;6.629000187;2.007166944;2;89.9;3283;59423282;3053.947025;5;87.79;16.85455609
62083;TUR;1997;5.789994878;2351.99997;5.886134306;1.584872715;85.66936165;38;0;0;6.84100008;2.244024053;2;90.6;2273;60372568;3144.385859;5.1;83.73;14.46115269
57822;TUR;1998;7.640886361;1979.999984;0.711596361;1.572900714;84.64134348;35.7;0;0;6.888000011;2.5846704;2;91.2;1920;61329676;4496.49682;5.3;95.2;12.45928751
54477;TUR;1999;8.529046609;1282.000007;-4.874775392;1.549527326;64.86748764;33.5;0;0;7.686999798;2.913115705;2;91.9;1129;62287397;4108.123199;5.4;89.37;10.47831066
57463;TUR;2000;9.468830941;133;5.033387836;1.518097003;54.91537058;31.4;0;6.375830173;6.494999886;3.114239647;2;92.6;121;63240194;4316.548907;5.5;95.46;10.08149798
62527.5;TUR;2001;9.925646602;97.99999996;-7.357004008;1.494229784;54.40018876;29.4;0;5.982659817;8.380999565;3.512553806;2;93.2;81;64192243;3119.56579;5.6;87.88;8.853831244
67741;TUR;2002;9.370162335;25;4.873126414;1.473881037;44.96412095;27.5;0;6.651649952;10.3579998;3.786278215;2;93.8;25;65145367;3659.939868;5.7;96.22;10.26876553
60079;TUR;2003;9.534367861;146.0000004;4.099724435;1.438721295;21.60243845;25.7;0;7.419879913;10.54199982;3.839653198;2;94.5;90;66089402;4718.199808;5.8;94.22;9.882144404
54066;TUR;2004;10.08846455;217.9999977;8.136504181;1.384733924;8.598261681;23.9;0;8.651720047;10.8380003;3.826071088;2;95.1;183;67010930;6040.607698;5.9;95.05;9.421651779
46708;TUR;2005;10.9889384;399.9999991;7.577002429;1.323138268;8.179160368;22.3;0;0;10.63599968;3.696382908;2;95.7;359;67903469;7384.251628;6;101.7;9.254761134
40629;TUR;2006;12.65031352;269.0000006;5.780364542;1.248866309;9.597242123;20.8;0;8.017009735;8.718000412;3.971039668;2;96.3;210;68756810;8035.377338;6.1;103.25;8.161853053
36483;TUR;2007;12.69940758;484.9999988;3.785102354;1.192794254;8.75618091;19.3;0;0;8.868000031;4.095218575;2;96.9;453;69581848;9711.873594;6.2;95.48;7.518460952
35761;TUR;2008;13.49379522;472.999997;-0.353052184;1.195376089;10.44412838;18;0;0;9.710000038;4.435295202;2;97.5;429;70418604;10854.17225;6.3;100.99;7.48418057
35784;TUR;2009;12.72079101;143.9999999;-5.910728454;1.2738919;6.250976631;16.8;0;0;12.55200005;4.922531997;2;98;126;71321399;9038.52015;6.5;103.42;8.129997573
35169;TUR;2010;11.65845588;217.0000028;6.979031924;1.40009289;8.566444206;15.6;100;0;10.65999985;4.412270439;2;98.6;197;72326988;10672.38925;6.7;105.23;9.026066665
36111;TUR;2011;13.41434593;449.9999958;9.423771175;1.532400817;6.471879671;14.6;99.95624542;0;8.795999527;4.205859804;2;99.1;421;73443863;11335.51051;7.2;110.47;8.2352133
33695;TUR;2012;14.5780364;991.9999971;3.092660213;1.632957935;8.891569965;13.6;99.99124908;0;8.149000168;4.1491433;2;99.5;743;74653016;11707.25971;7.5;113.02;7.752758799
30867;TUR;2013;17.12482404;1309.000224;6.668729517;1.694202585;7.493090305;12.7;100;0;8.732000351;4.225639909;1;99.8;19;75928564;12519.39143;7.7;115.17;6.725324577
28808;TUR;2014;16.64105046;1070.000239;3.39192849;1.701972386;8.854572714;11.9;100;0;9.880000114;4.193778969;1;100;0;77231907;12095.85457;7.6;109.66;6.589728231
30162;TUR;2015;17.08415251;1542.99998;4.333082787;1.666051682;7.670853648;11.1;100;0;10.23600006;#N/A;1;100;902;78529409;10948.72461;7.8;117.94;6.903473843
35166;TUR;2016;19.29412877;2548.000042;1.513283645;1.632250641;7.775134153;10.5;100;0;10.83899975;#N/A;1;#N/A;1395;79821724;10820.63384;8;119.31;6.183746434
40729;TUR;2017;0;2966.000791;5.774472871;1.591059209;11.14431108;9.8;100;0;10.81900024;#N/A;1;#N/A;398;81101892;10513.64843;8;0;6.082121494
46334;TUR;2018;0;#N/A;1.305564283;1.490444868;16.3324639;9.2;100;0;10.89000034;#N/A;1;#N/A;436;82319724;9370.176355;#N/A;0;5.817503184
