migrants;Code;Year;crop_index;conflict_deaths;gdp_pcg;pgrowth;inflation;child_mort;electricity_access;educ_spending;unempl_total;pubhealthexp_gdp;political_regime;accesstoimprwater_pcent;battle_deaths;totpop;gdp_pc;avgtotyears_school_adults;crop_index_bis;agric_GDP_av
3493;LBN;2010;26.09556197;5.194806931;4.922417632;2.867977696;3.983479419;8.8;99.87825775;5.534289837;6.419000149;2.708551485;1;97.7;0;4953061;7761.646191;7.9;100.78;3.861959367
3585;LBN;2011;23.2901682;5.00000001;-3.965946244;4.910333173;4.971485717;8.4;99.68401095;5.733809948;6.421999931;2.744396996;2;99;0;5202343;7674.83535;8;88.61;3.804609707
3615;LBN;2012;23.52924183;47.33768599;-3.6854442;6.263879893;6.581474477;8;99.99239349;7.109159946;6.434999943;3.235855284;2;99;0;5538634;7950.695378;8.1;88.54;3.762977177
3662;LBN;2013;23.96623748;239.0000574;-2.788147688;6.567952103;4.821019563;7.7;100;8.575519562;6.452000141;3.054229695;2;99;2;5914621;7931.080476;8.3;94.74;3.953061054
3770;LBN;2014;24.21293497;268.0000328;-3.228929666;5.713767406;1.854604213;7.4;100;0;6.395999908;3.043924599;2;99;134;6262410;7686.25603;8.4;97.33;4.019752258
6827;LBN;2015;28.43397885;189.9999912;-3.934312873;4.225187136;-3.749145248;7.1;100;0;6.356999874;#N/A;2;99;76;6532678;7644.548657;8.5;96.18;3.382572678
6211;LBN;2016;32.75576759;47.00000144;-1.170063488;2.69490347;-0.783359624;6.8;100;0;6.309000015;#N/A;2;#N/A;0;6711121;7629.891117;8.6;94.43;2.882851081
4289;LBN;2017;0;386.0000491;-0.640947406;1.490111794;4.321352183;6.6;100;0;6.224999905;#N/A;2;#N/A;74;6811873;7801.178658;8.7;0;2.933449914
3753;LBN;2018;0;#N/A;-2.456973123;0.54245866;6.076989079;6.4;100;0;6.143000126;#N/A;1;#N/A;0;6848925;8024.803271;#N/A;0;3.235901227
10375;MAR;1995;3.653841206;0;-6.856999638;1.529636873;6.123581648;51.3;56.5;20.47270966;13.85200024;1.184133718;0;75.8;0;26994250;1432.310151;2.8;49.3;13.49264985
10887;MAR;1996;4.944690803;0;10.75644713;1.431577587;2.986809228;49.2;61.57510757;0;13.87899971;1.14335155;0;76.4;0;27383473;1561.129441;2.9;91.18;18.4399801
21326;MAR;1997;4.759405678;5.999999999;-2.89476059;1.346089112;1.038198951;47.2;63.59751129;0;13.85700035;1.073390243;0;76.9;0;27754571;1396.769917;3;69.65;14.63418013
38551;MAR;1998;5.292788912;10;5.855785269;1.274059696;2.753113308;45.3;65.62265778;25.21153069;13.85000038;1.179102117;0;77.3;0;28110443;1472.38562;3.1;85.28;16.11248841
53532;MAR;1999;5.331201218;0;-0.179001532;1.220063548;0.684782609;43.5;67.64692688;25.76847076;13.93999958;1.149141903;0;77.8;0;28455509;1447.968739;3.2;73.92;13.86554305
81358;MAR;2000;5.461688368;1;0.667222054;1.18141041;1.894634568;41.7;69.66585541;0;13.57999992;1.229737845;0;78.3;0;28793679;1334.943051;3.4;64.87;11.87727963
81887;MAR;2001;5.505625349;0;6.026196966;1.148669219;0.619801875;40;71.6749649;0;12.46000004;1.427759227;0;78.8;0;29126330;1339.293577;3.5;72.63;13.19196193
83767;MAR;2002;6.0649118;0;1.893682386;1.121322244;2.795619669;38.4;73.66979218;0;11.59000015;1.378808948;0;79.3;0;29454768;1416.488158;3.6;80.06;13.20052173
110818;MAR;2003;7.009930147;88.99999897;4.710812722;1.107806757;1.167733675;36.8;75.64586639;0;11.92000008;1.39499543;0;79.8;0;29782884;1725.458038;3.7;97.6;13.92310593
135202;MAR;2004;7.503283655;0;3.568368841;1.109662648;1.493444034;35.3;78.2;0;10.82999992;1.429529802;0;80.3;0;30115214;1952.90183;3.8;98.75;13.16090455
132942;MAR;2005;7.558376244;0;2.084411376;1.123811218;0.98264166;33.9;79.52654266;0;11.01000023;1.438925867;0;80.8;0;30455561;2018.025743;3.9;89.31;11.81602994
126878;MAR;2006;8.228646033;1.999999999;6.322032263;1.139811914;3.28476167;32.4;96.5;0;9.670000076;1.714402504;0;81.4;0;30804683;2196.01219;4;111.93;13.60248084
133724;MAR;2007;7.96179661;2.000000001;2.324123627;1.158636566;2.042085127;31.1;83.34545898;0;9.56000042;1.898077318;0;81.9;0;31163673;2499.259938;4;86.49;10.86312603
137276;MAR;2008;8.227192743;0;4.667095676;1.190237718;3.714843115;29.8;85.25971222;17.47064018;9.569999695;1.891971766;0;82.5;0;31536811;2890.360083;4.1;98.39;11.95912179
101751;MAR;2009;9.427706645;0;2.964362835;1.23619458;0.971862999;28.5;87.19261169;17.29528999;8.960000038;2.046396065;0;83;0;31929087;2866.924199;4.2;122.83;13.02861922
84001;MAR;2010;9.589351001;13.99999998;2.485646027;1.289222897;0.993557401;27.3;91.5135498;0;9.090000153;2.067572037;0;83.5;0;32343389;2839.925168;4.2;124.12;12.94352454
74998;MAR;2011;9.64939943;18.00000001;3.835323653;1.346536709;0.90692491;26.1;92.71631622;0;8.909999847;2.08777206;0;84;0;32781850;3046.949136;4.4;126.6;13.11998751
66848;MAR;2012;9.407472468;1.000000011;1.580512366;1.393605966;1.287122401;24.9;93.75356293;0;8.989999771;2.181466365;0;84.6;0;33241898;2912.658275;4.6;115.99;12.3295604
66799;MAR;2013;9.601505547;2.000000025;3.060343754;1.415232839;1.880654667;23.8;97.2;0;9.229999542;1.95774948;0;85.1;0;33715693;3121.681176;4.8;128.56;13.38956681
63531;MAR;2014;11.07569718;1.999999999;1.229493548;1.403845047;0.442310054;22.7;91.6;0;9.699999809;2.001326276;0;85.3;0;34192347;3171.699192;5;129.15;11.6606655
68899;MAR;2015;10.9850531;2;3.1031114;1.368838447;1.557907113;21.7;99.61175537;0;9.460000038;#N/A;0;85.4;0;34663603;2875.257985;5;138.72;12.62806822
73768;MAR;2016;9.176693538;3.000000002;-0.286735807;1.32597922;1.635311143;20.7;99.74356842;0;9.300000191;#N/A;0;#N/A;0;35126296;2896.720003;5.4;110.09;11.99669571
83117;MAR;2017;0;2;2.882326342;1.287002655;0.754663249;19.9;100;0;9.187000275;#N/A;0;#N/A;0;35581294;3036.325255;5.5;0;12.35894827
107175;MAR;2018;0;#N/A;1.688275085;1.250794964;1.912959405;19.1;100;0;9.078000069;#N/A;0;#N/A;0;36029138;3222.200634;#N/A;0;12.26303778
397;MLI;1995;2.022066183;3.999999995;-1.719201231;2.65095794;13.44176968;111.8;0;0;3.298000097;2.627422294;2;36.8;0;9585653;282.341255;0.9;76.25;37.70895366
577;MLI;1996;2.174124852;0;4.314328255;2.594132954;6.805459968;110.2;6.2;0;3.305999994;2.993787617;2;38.7;0;9837571;282.6330008;1;80.18;36.87920679
1640;MLI;1997;2.298804444;5000.018645;2.162212612;2.576881356;-0.362999796;108.4;3.621666193;0;3.299999952;2.478276148;2;40.6;0;10094368;267.1891588;1;82.67;35.96217165
4399;MLI;1998;2.547404255;10002.04964;4.807838063;2.602874139;4.03658946;106.4;5.543251514;0;3.911999941;2.136752933;2;42.6;0;10360561;281.8726309;1.1;88.04;34.56067086
2800;MLI;1999;2.593113296;2008.999707;2.896519765;2.688999975;-1.201903686;104.1;7.463960171;0;4.612999916;1.819396693;2;44.6;0;10642936;323.1686388;1.1;92.2;35.55571603
2340.5;MLI;2000;2.289231743;2002.997675;-2.831820076;2.811836032;-0.677661659;101.5;9.379322052;15.32380962;5.322000027;2.069921322;2;46.6;0;10946445;269.8711377;1.2;75.32;32.90186772
2667.5;MLI;2001;2.795486729;2002.002225;12.04794879;2.927154179;5.187011919;98.7;10.8;14.49349976;6.09499979;2.872448632;2;48.6;0;11271600;307.4369205;1.3;91.73;32.81360596
3024;MLI;2002;2.60009544;2004.998293;0.041694827;3.017352755;5.032822757;96;13.17613125;14.52521038;6.980999947;2.538877445;2;50.6;0;11616887;334.8365206;1.4;85.06;32.71418375
4283;MLI;2003;3.546584756;1513.000399;5.787853267;3.100371029;-1.34672619;93.3;15.04863834;18.28376007;7.875;2.757198984;2;52.7;0;11982695;392.524759;1.5;105.96;29.87662985
7684;MLI;2004;3.227997806;499.9998124;-1.612450398;3.173547603;-3.099781281;90.6;16.89792252;17.73634911;8.75;3.091886553;2;54.7;0;12369070;440.1684418;1.6;96.89;30.01550987
5930;MLI;2005;3.168771177;11.99999999;3.145433507;3.233152498;6.397882939;88.1;18.72218895;16.28030014;9.784000397;3.038529491;2;56.7;12;12775516;489.021069;1.7;102.6;32.37848184
7735;MLI;2006;3.373893362;199.9999829;1.270556902;3.294217928;1.543525969;85.7;16.6;0;10.72900009;3.164633564;2;58.7;0;13203378;523.0386031;1.7;100.51;29.79050883
6585;MLI;2007;3.319631806;59.00000062;0.096615525;3.337406268;1.412002017;83.3;22.33397865;0;11.71000004;3.366576961;2;60.8;39;13651464;596.6901888;1.8;104.08;31.35287468
8419;MLI;2008;3.453408921;117.0000001;1.34261628;3.329047326;9.170988137;81;24.14467049;18.0316906;10.20899963;3.135697314;2;62.8;112;14113577;694.2776501;1.9;113.86;32.97032081
8000;MLI;2009;4.056314321;136.9999976;1.443562178;3.261149086;2.463751886;78.9;24.03089583;16.95940971;9.284999847;3.148995784;2;64.8;126;14581429;698.8989219;1.9;128.73;31.73570631
6548;MLI;2010;3.720223895;31.00000015;2.039447808;3.158626749;1.108926907;76.7;27.83357048;16.50391006;8.069999695;2.807459661;2;66.9;28;15049353;710.2742022;2;122.83;33.01683003
6038;MLI;2011;4.145997616;37.00000022;0.118068501;3.044593573;2.955643952;74.6;29.7349453;18.25834084;6.900000095;3.015246311;2;68.9;18;15514591;837.6034406;2;143.28;34.55863058
6395;MLI;2012;3.864711233;335.9999188;-3.721689487;2.952565219;5.323128471;72.6;25.6;22.40337944;7.096000195;2.250262582;1;70.9;218;15979499;778.6192858;2.1;147.3;38.11410248
7135;MLI;2013;4.030439433;1119.999991;-0.621491959;2.901062154;-0.606736356;70.6;33.68215942;16.62344933;7.300000191;1.134273081;1;73;808;16449864;805.032838;2.2;148.13;36.75281628
7937;MLI;2014;4.169748068;233.9999999;4.038085712;2.901921705;0.883814547;68.7;35.71361542;18.22426033;6.375;1.568172106;2;75;189;16934220;848.302758;2.3;156.18;37.4555003
10872;MLI;2015;4.551857415;248.9999844;3.095724364;2.935992047;1.450690576;67;37.6;18.15549088;7.729000092;#N/A;2;77;168;17438778;751.4786686;2.3;171.71;37.72306211
11594;MLI;2016;5.168687912;136.9999982;2.663624061;2.975295283;-1.799647071;65.2;41.23777771;13.90388012;7.552999973;#N/A;2;#N/A;96;17965429;780.38787;2.3;193.41;37.41955469
12276;MLI;2017;0;869.9999616;2.303849874;2.999115367;1.759857429;63.5;43.1;16.53433037;7.329999924;#N/A;2;#N/A;359;18512394;830.5574088;2.3;0;37.40814554
11569;MLI;2018;0;#N/A;1.549657842;3.007913579;0.299546507;61.8;50.9;0;7.110000134;#N/A;2;#N/A;517;19077690;900.1101645;#N/A;0;37.39064141
2410;NGA;1995;2.626880233;2;-2.530049603;2.489914474;72.8355023;121.3;38.36070633;0;3.759000063;0.658145013;0;46;0;107948335;408.18106;#N/A;66.95;25.48650645
3230;NGA;1996;2.66268087;28.99999998;1.634581059;2.488916992;29.26829268;119.8;39.25716019;0;3.769999981;0.600480921;0;47.2;0;110668794;461.5195779;#N/A;69.76;26.1991592
2627;NGA;1997;2.642189946;92.99999988;0.406833258;2.488785116;8.529874214;117.9;40.15660477;0;3.760999918;0.717612288;0;48.3;0;113457663;479.9837556;#N/A;72.44;27.41665114
2464;NGA;1998;2.727497028;917.9999554;0.057199724;2.491318779;9.996378124;115.5;41.05879974;0;3.757999897;0.906626186;0;49.5;0;116319759;469.4305648;#N/A;76.12;27.90837138
5027;NGA;1999;3.050504009;2699.00005;-1.895730177;2.496357004;6.618373395;112.8;44.9;0;3.792999983;0.983666146;1;50.6;0;119260063;497.8415405;#N/A;79.4;26.02848571
8482;NGA;2000;3.76874517;192.9999989;2.419141981;2.503846969;6.933292156;110;42.85608673;0;3.779999971;0.949286025;2;51.8;0;122283850;567.930736;#N/A;80.49;21.3572413
7252;NGA;2001;3.243671077;706.0000024;3.290568216;2.511616536;18.87364621;107;43.74224091;0;3.778000116;1.017707351;2;53;0;125394046;590.381815;#N/A;79.39;24.47535466
6759;NGA;2002;2.254019036;257.9999997;12.45747078;2.521515111;12.8765792;104;44.61411285;0;3.816999912;0.622004345;2;54.2;0;128596076;741.7475112;#N/A;83.32;36.96508267
9898;NGA;2003;2.59466825;385.0000101;4.65778623;2.537254552;14.03178361;101;52.2;0;3.821000099;0.906661784;1;55.4;0;131900631;795.3862467;5.2;87.77;33.82706055
12225;NGA;2004;3.440265865;1431.00022;6.489599681;2.55966188;14.99803382;98.1;46.29711914;0;3.786000013;1.414760439;1;56.6;128;135320422;1007.874328;5.2;93.68;27.2304536
11452;NGA;2005;3.812676671;77.00000009;3.721623978;2.585689094;17.86349337;95.2;47.10199356;0;3.74000001;1.19778681;1;57.8;0;138865016;1268.383443;5.2;99.47;26.08928283
10385;NGA;2006;4.319791298;51.00000004;3.326217191;2.610843826;8.22522152;92.5;47.89076233;0;3.645999908;1.204600858;1;59;0;142538308;1656.424759;5.2;106.85;24.73499126
10979;NGA;2007;3.954980016;157;3.822070229;2.632173264;5.388007969;90.1;50.13091943;0;3.565000057;1.472728808;1;60.1;0;146339977;1883.461311;5.2;97.54;24.66257721
11002;NGA;2008;4.126227387;233.0000007;3.972514064;2.649864293;11.58107517;88;50.3;0;3.539000034;1.470059403;1;61.2;0;150269623;2242.871886;5.2;104.31;25.27975078
9785;NGA;2009;3.369116235;1653.000111;5.197959199;2.662916691;12.55496039;86.1;50.27624893;0;3.721999884;1.324670016;1;62.3;405;154324933;1891.33537;5.2;90.12;26.74885451
10357;NGA;2010;4.372700005;902.0000121;5.158545242;2.671442933;13.72020184;84.6;48;0;3.76699996;0.908580697;1;63.4;0;158503197;2292.445156;5.2;104.48;23.89370409
10006;NGA;2011;4.330616217;1629.000072;2.525324016;2.677883827;10.84002754;83.3;55.9;0;3.769999981;1.151611248;1;64.5;324;162805071;2520.404166;5.5;96.29;22.23471099
12169;NGA;2012;4.915379844;3063.000105;1.472867464;2.680913555;12.21778174;82.2;53.27933121;0;3.734999895;1.033169532;1;65.5;811;167228767;2746.991789;5.7;107.45;21.85995862
12922;NGA;2013;5.023454632;4450.999718;3.853730553;2.676900328;8.475827285;81.2;55.6;0;3.703000069;0.882627256;2;66.6;1629;171765769;2998.072843;5.9;104.28;20.75862283
14119;NGA;2014;5.892871369;14075.99791;3.513963445;2.665019173;8.062485824;80.4;54.91889572;0;4.561999798;0.922535127;2;67.6;3811;176404902;3222.693537;5.9;117.8;19.99025477
23341;NGA;2015;5.823023472;0;-0.029295429;2.6474192;9.009387183;79.5;52.5;0;4.31099987;#N/A;2;68.5;4493;181137448;2730.430324;6;120.14;20.63189348
27176;NGA;2016;5.665032573;4961.000099;-4.16841477;2.627702662;15.67534055;78.5;59.3;0;7.059999943;#N/A;2;#N/A;2488;185960289;2175.99967;6.2;118.87;20.98310971
35671;NGA;2017;0;4057.999597;-1.788826785;2.607676386;16.52353998;77.3;54.4;0;8.388999939;#N/A;2;#N/A;1879;190873311;1968.559588;6.2;0;20.84657143
33198;NGA;2018;0;#N/A;-0.679719294;2.586545852;12.09473155;75.7;56.5;0;8.243000031;#N/A;2;#N/A;1173;195874740;2032.729709;#N/A;0;21.20377372
1062;SAU;2018;0;#N/A;0.607923524;1.7988753;2.45814158;6;100;0;6.039999962;#N/A;0;#N/A;11;33699947;23338.96346;#N/A;0;2.224446294
1048;SEN;1995;4.934943197;348.0000101;2.585809521;2.671640458;7.864007846;71;29.00230598;0;5.581999779;1.279853831;2;63.7;299;8690164;710.7245102;2.1;93.46;18.93841454
1290;SEN;1996;4.58421715;5;-0.536752764;2.530347846;2.754306635;71.2;30.64533234;0;5.593999863;1.484014333;2;64.4;0;8912861;719.5433474;2;81.65;17.81111089
2125;SEN;1997;4.240634538;440.0000042;0.661762764;2.416645712;1.753164781;71.1;32.2;0;5.584000111;1.284259989;2;65.2;319;9130877;647.829366;2;74.82;17.64358596
3587;SEN;1998;4.108381511;372.9999927;3.441498868;2.347649314;1.156780704;70.6;33.94012451;18.73254013;5.580999851;1.311168581;2;65.9;242;9347774;681.2600726;2;71.07;17.29878294
6168;SEN;1999;6.834023024;38.00000024;3.891491884;2.336141414;0.827250608;69.4;36.2;16.82036018;5.622000217;1.741001217;2;66.7;0;9568722;680.5723504;1.9;114.12;16.69880239
8715.5;SEN;2000;6.553573567;75.00000104;0.786817359;2.365148022;0.731981982;67.5;37.74;17.61849022;5.605999947;1.895541632;2;67.4;47;9797734;604.654066;1.9;110.5;16.86102992
7059.5;SEN;2001;6.320230495;78.00000846;2.096989108;2.403785669;2.974500839;65.1;38.86329269;15.72974014;5.605000019;2.135240269;2;68.2;33;10036104;615.2684717;2.3;103.3;16.34434062
6585;SEN;2002;4.44599235;82.00000038;-1.768607044;2.437102906;2.337301875;62.2;36.8;16.72192001;5.650000095;1.95048094;2;68.9;0;10283699;656.6227077;2.4;60.55;13.61900679
14219;SEN;2003;6.308055788;39.99999997;4.074528425;2.475669728;-0.051997024;59.2;42.08143234;16.11750984;6.712999821;2.09132832;2;69.6;39;10541467;823.7211451;2.4;95.33;15.11242183
14968;SEN;2004;6.929750692;3;3.240026145;2.516259221;0.514781781;56.1;36.8;16.96224976;7.802999973;2.119257093;2;70.4;0;10810083;940.5516918;2.4;94.96;13.70323468
12550;SEN;2005;7.7986215;1;2.955563927;2.557495148;1.711333259;53.2;47.1;21.77096939;8.94299984;2.982437419;2;71.1;0;11090116;993.9320411;2.4;113.95;14.61155667
12582;SEN;2006;7.04158143;8.000000002;-0.168340821;2.600244467;2.112285839;50.6;49.9;17.95463943;10.02999973;3.149901608;2;71.8;0;11382268;1040.903994;2.4;91.1;12.93743471
17387;SEN;2007;6.727896664;7.000000016;2.201573081;2.642725229;5.853304285;48.2;48.27550888;0;9.852000237;2.332512428;2;72.6;0;11687080;1222.372918;2.4;80.6;11.97996997
18909;SEN;2008;9.403396112;14;1.303246756;2.681436493;7.347202366;46.2;49.81338501;19.22613907;9.802000046;2.52752637;2;73.3;0;12004701;1411.929332;2.4;136.77;14.54474515
16173;SEN;2009;9.346317606;28.00000008;-0.641920073;2.714923677;-2.248021479;44.3;53.5;23.30044937;10.2329998;2.486263648;2;74.1;0;12335084;1317.235687;2.4;149;15.9421075
16974;SEN;2010;10.43023111;22.99999999;0.760392106;2.743232171;1.228681197;42.6;56.5;24.04635048;10.34500027;2.368547813;2;74.8;0;12678148;1280.22547;2.4;165.19;15.83761647
14498;SEN;2011;8.070028198;50.99999974;-1.310164403;2.766679226;3.403228298;41.1;56.5;21.08696938;10.35999966;2.2798394;2;75.6;25;13033809;1373.520789;2.4;103.97;12.88347419
13027;SEN;2012;9.03613898;24.00000002;2.229589548;2.785660419;1.418228712;39.8;56.5;20.79524994;9.427000046;2.179866218;2;76.3;0;13401991;1329.981379;2.6;126.22;13.96835532
14832;SEN;2013;8.700646045;13.99999998;-0.016039671;2.799058899;0.710245487;38.6;57;25.74234962;8.541999817;2.238315424;2;77;0;13782420;1376.069816;2.8;119.12;13.69093736
14163;SEN;2014;9.465346967;16.00000008;3.66278105;2.806700536;-1.090255074;37.5;61;24.76247025;7.611000061;2.41795607;2;77.8;0;14174731;1396.658225;2.8;126.54;13.36876508
16812;SEN;2015;12.36331534;0.999999999;3.421371972;2.80841559;0.135211934;36.4;60.5;23.75856018;6.756999969;#N/A;2;78.5;0;14578459;1219.248662;2.9;176.58;14.28257673
17578;SEN;2016;10.79088247;17.00000003;3.411791079;2.807361306;0.837284943;35.4;64.5;21.33721924;6.705999851;#N/A;2;#N/A;0;14993528;1269.902108;2.9;155.54;14.41402039
20115;SEN;2017;0;0;4.441102502;2.800658333;1.318153148;34.4;61.7;21.04521942;6.614999771;#N/A;2;#N/A;0;15419381;1361.699588;3;0;14.98203382
20677;SEN;2018;0;#N/A;3.460935262;2.78193167;0.460985642;33.6;66.95944977;21.52940941;6.52699995;#N/A;2;#N/A;0;15854360;1465.591006;#N/A;0;15.01572984
1191;SOM;1995;#N/A;133.9999966;0;1.601717747;0;103.6;0;0;11.72200012;#N/A;0;21;104;7491637;0;#N/A;84.94;0
1490;SOM;1996;#N/A;468.0000255;0;2.518189387;0;103.6;0;0;11.74499989;#N/A;0;21;440;7682686;0;#N/A;84.69;0
1223;SOM;1997;#N/A;506.9997802;0;3.245614728;0;103.6;0;0;11.72399998;#N/A;0;21.1;0;7936127;0;#N/A;86.77;0
2309;SOM;1998;#N/A;203.9999751;0;3.697576243;0;103.6;0;0;11.7159996;#N/A;0;21.8;0;8235064;0;#N/A;75.46;0
1636;SOM;1999;#N/A;78.00000357;0;3.795122857;0;103.6;0;0;11.79300022;#N/A;0;22.6;25;8553601;0;#N/A;85.88;0
1251;SOM;2000;#N/A;29.99999973;0;3.657651516;0;103.6;0;0;11.76200008;#N/A;0;23.5;0;8872254;0;#N/A;94.81;0
977.5;SOM;2001;#N/A;283.0000007;0;3.483062821;0;103.6;0;0;11.75699997;#N/A;0;24.4;228;9186725;0;#N/A;100.68;0
714;SOM;2002;#N/A;166.000018;0;3.367354455;0;103.6;7.4;0;11.84200001;#N/A;0;25.3;114;9501342;0;#N/A;106.09;0
759;SOM;2003;#N/A;472.9999928;0;3.252075163;0;103.6;9.923231125;0;11.85000038;#N/A;0;26.3;0;9815412;0;#N/A;104.88;0
749;SOM;2004;#N/A;1315.999794;0;3.157150271;0;103.6;11.52998543;0;11.77099991;#N/A;0;27.3;0;10130243;0;#N/A;104.19;0
1108;SOM;2005;#N/A;300.9998792;0;3.077643583;0;103.5;13.11172104;0;11.67000008;#N/A;0;28.4;0;10446863;0;#N/A;101.63;0
593;SOM;2006;#N/A;612.0000006;0;2.989666515;0;103.3;15.23378582;0;11.45699978;#N/A;0;29.5;547;10763905;0;2.1;94.18;0
660;SOM;2007;#N/A;2306.999463;0;2.895419473;0;102.1;16.238451;0;11.27299976;#N/A;0;30.7;1575;11080121;0;#N/A;88.94;0
1503;SOM;2008;#N/A;2317.998336;0;2.821405647;0;100.3;17.80661201;0;11.21000004;#N/A;0;30.9;1521;11397188;0;#N/A;92.61;0
2172;SOM;2009;#N/A;1912.000477;0;2.773317812;0;98.1;19.39341736;0;11.6239996;#N/A;0;31.2;1477;11717692;0;#N/A;93.17;0
3907;SOM;2010;#N/A;3205.001756;0;2.745705976;0;95.6;21.01045036;0;11.72399998;#N/A;0;31.4;2150;12043883;0;#N/A;105.41;0
2219;SOM;2011;#N/A;2581.002174;0;2.722661885;0;93;22.66929626;0;11.72799969;#N/A;0;31.7;1937;12376302;0;#N/A;86.17;0
2658;SOM;2012;#N/A;3610.005337;0;2.703899313;0;90.4;24.37812614;0;11.74800014;#N/A;0;#N/A;2624;12715510;0;#N/A;109.62;0
5412;SOM;2013;#N/A;1996.998227;0;2.701534265;0;87.9;26.13145065;0;11.77499962;#N/A;0;#N/A;913;13063706;0;#N/A;109.06;0
8461;SOM;2014;#N/A;1748.001278;0;2.717471318;0;85.3;27.92037392;0;11.68500042;#N/A;0;#N/A;1111;13423576;0;#N/A;98.07;0
11317;SOM;2015;#N/A;1668.001245;0;2.74531815;0;82.8;29.73599434;0;11.62300014;#N/A;0;#N/A;1197;13797201;0;#N/A;98.42;0
10164;SOM;2016;#N/A;2583.001551;0;2.776253649;0;80.4;31.56941414;0;11.54599953;#N/A;0;#N/A;1925;14185613;0;#N/A;91.19;0
9073;SOM;2017;#N/A;5444.991152;0;2.80476949;0;78.2;33.41173553;0;11.41100025;#N/A;0;#N/A;1913;14589119;0;#N/A;0;0
7655;SOM;2018;#N/A;#N/A;0;2.831767652;0;75.9;35.25553513;0;11.27999973;#N/A;0;#N/A;2207;15008154;0;#N/A;0;0
2069;SYR;1995;2.382490203;0;2.838093687;2.792211696;7.979957806;24.4;0;0;7.199999809;2.189237706;1;86.1;0;14345492;794.445153;4.5;67.19;28.20158501
2929;SYR;1996;2.825670685;14.99999997;1.508401151;2.808811041;8.249890099;23.3;0;15.04076004;7.302000046;1.954094696;1;86.4;0;14754142;934.6230285;4.5;78.32;27.71731342
2674;SYR;1997;2.620095285;70.05193161;-1.025345658;2.814630353;1.886111362;22.2;0;0;7.375999928;1.877760477;1;86.7;0;15175316;955.8439487;4.5;67.53;25.77387181
3058;SYR;1998;2.945580759;13.61038605;3.445121352;2.757453551;-0.797165633;21.3;0;0;7.459000111;1.960923229;1;87;0;15599591;974.4387618;4.5;86.56;29.38639511
3856;SYR;1999;2.777376633;6.726682976;-6.049399597;2.621770701;-3.703703704;20.4;0;0;7.599999905;2.01442573;1;87.2;0;16013985;991.2508329;4.6;67.03;24.13428528
4797;SYR;2000;3.367047074;6.805193041;0.25823024;2.44801766;-3.846153846;19.6;0;0;9.498999596;1.989779169;1;87.5;0;16410848;1177.629268;4.6;81.29;24.1428166
4373.5;SYR;2001;3.161614976;13.61038611;2.969039501;2.144390666;3;18.9;0;15.66205978;11.63000011;2.173051471;1;87.8;0;16766561;1258.447322;4.8;81.81;25.87601609
4091;SYR;2002;4.018828778;68.05193262;3.928419992;1.879285974;-0.130505282;18.3;86.6;16.82607079;10.98499966;2.262242934;1;88;0;17084632;1263.255122;4.7;103.32;25.70898282
3621;SYR;2003;3.784765146;54.44154383;-1.309626216;1.916484603;5.796829449;17.7;92.73641968;19.85540009;10.27999973;2.468338168;1;88.2;0;17415214;1253.395146;5.1;93.46;24.69373829
3338;SYR;2004;4.272772263;7.402596499;4.42588351;2.341624702;4.433141367;17.3;92.4484024;17.14539909;9.593999863;2.148408978;1;88.5;1;17827825;1407.178424;5.4;95.14;22.26657405
3040;SYR;2005;4.815587715;23.81817577;3.115128083;2.947799641;7.240349393;16.9;92.13536835;0;8.913999557;2.075568445;1;88.7;0;18361176;1571.738407;5.8;99.81;20.72644211
2707;SYR;2006;5.002754715;685.5191234;1.154172947;3.731453234;10.02411054;16.6;99.5057574;20.04847908;8.170000076;1.833546841;1;88.9;0;19059258;1748.90568;6.2;105.05;20.99843106
2784;SYR;2007;4.288814381;340.2596115;1.345096533;4.207340264;3.907709504;16.4;91.47255707;18.92593002;8.420000076;1.789651297;1;89.1;0;19878254;2032.623489;6.5;83.79;19.5368679
2922;SYR;2008;#N/A;137.0908774;0;3.876852433;15.74532522;16.3;91.14595032;20.04079056;10.93999958;1.596476703;1;89.3;0;20664038;0;6.3;81.36;0
3230;SYR;2009;#N/A;44.20778908;0;2.588327688;2.920897118;16.2;90.83798981;19.18404961;8.140000343;1.631376352;1;89.5;0;21205873;0;6.6;93.49;0
3924;SYR;2010;#N/A;6.805193039;0;0.736023435;4.397413832;16.2;92.7;0;8.609999657;1.507165795;1;89.7;0;21362529;0;6.3;88.03;0
5630;SYR;2011;#N/A;11337.80678;0;-1.31729901;4.753163889;16.4;91.78901672;0;8.61400032;1.507165794;1;89.9;1141;21082966;0;6.3;102.07;0
10193;SYR;2012;#N/A;60958.68303;0;-3.084734319;36.70229534;17;91.13237762;0;8.630999565;1.507165792;1;90.1;39959;20442541;0;6.3;91.58;0
21601;SYR;2013;#N/A;50783.3487;0;-4.289117543;0;17.4;90.23526764;0;8.652999878;1.507165795;0;90.1;69199;19584274;0;6.3;81.63;0
71962;SYR;2014;#N/A;73538.91902;0;-4.536564951;0;17.7;89.89109039;0;8.581000328;1.507165795;0;90.1;57297;18715672;0;5.6;54.83;0
313162;SYR;2015;#N/A;55169.91292;0;-3.913350021;0;17.8;89.81194305;0;8.531000137;#N/A;0;90.1;46020;17997408;0;5.1;70.2;0
